target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	change	GeneID	Feature	Contig	Start	Stop	Strand	Name	Product	Alias.Synonyms	EC_number	BUSCO	PFAM	InterPro	COG	GO.Terms	Protease	CAZyme	is_secreted
GTX0536PRED_006943-T1	8.12056725244632e-05	0.000432377831316212	-1.43755062377793	0.364785226562948	4.86491627678622	0.510191934354817	0.0568359167384878	0.0090617567650127	0.233494835665689	0.233494835665689	culture	GTX0536PRED_006943	mRNA	GTX0536_8	2447514	2450276	-		hypothetical protein	NA	NA		PF13867	IPR024145 Histone deacetylase complex subunit SAP30/SAP30-like;IPR025718 Histone deacetylase complex subunit SAP30, Sin3 binding domain;IPR038291 SAP30, C-terminal domain superfamily	NA	GO_function: GO:0005515 - protein binding [Evidence IEA]			No
GTX0536PRED_008695-T1	2.75133142692647e-08	2.07533225375153e-07	-1.44233342151514	0.259572787749134	6.16056575432796	0.5861951973989	0.0162506301218796	0.13075598545599	0.0949417235667987	0.13075598545599	culture	GTX0536PRED_008695	mRNA	GTX0536_11	1683755	1685832	+		hypothetical protein	NA	NA		PF00069;PF07714	IPR000719 Protein kinase domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site	NA	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0004672 - protein kinase activity [Evidence IEA];GO_process: GO:0006468 - protein phosphorylation [Evidence IEA]			No
GTX0536PRED_011965-T1	0.00136961261083145	0.00584062763828731	-1.44555173754915	0.451596682643769	4.82514272431394	0.718235979462052	0.1927644736421	0.0987010002818701	0.252194574593952	0.252194574593952	culture	GTX0536PRED_011965	mRNA	GTX0536_18	1010217	1011232	-		hypothetical protein	NA	NA		PF01253	IPR001950 SUI1 domain;IPR005874 Eukaryotic translation initiation factor SUI1;IPR036877 SUI1 domain superfamily	NA	GO_function: GO:0003743 - translation initiation factor activity [Evidence IEA];GO_process: GO:0006413 - translational initiation [Evidence IEA]			No
GTX0536PRED_006469-T1	0.00532637247086652	0.0193598460534345	-1.44610846332512	0.518950341684705	4.44206051714808	0.669917592871771	0.0485232635518815	0.188864844640861	0.53906100656013	0.53906100656013	culture	GTX0536PRED_006469	mRNA	GTX0536_8	76108	77033	-		hypothetical protein	NA	NA			IPR003690 Transcription termination factor, mitochondrial/chloroplastic;IPR038538 MTERF superfamily, mitochondrial/chloroplastic	NA	GO_function: GO:0003690 - double-stranded DNA binding [Evidence IEA];GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]			No
GTX0536PRED_006052-T1	1.25907395805017e-10	1.06735997773075e-09	-1.44693909179181	0.224958239565034	7.56642330400735	0.556164790099443	0.00207993019300223	0.10833361791216	0.107263464144434	0.10833361791216	culture	GTX0536PRED_006052	mRNA	GTX0536_7	1781917	1789289	+		hypothetical protein	NA	NA		PF00122;PF00690;PF00702;PF13246	IPR001757 P-type ATPase;IPR004014 Cation-transporting P-type ATPase, N-terminal;IPR006534 P-type ATPase, subfamily IIIA;IPR008250 P-type ATPase, A domain superfamily;IPR018303 P-type ATPase, phosphorylation site;IPR023214 HAD superfamily;IPR023298 P-type ATPase, transmembrane domain superfamily;IPR023299 P-type ATPase, cytoplasmic domain N;IPR036412 HAD-like superfamily;IPR044492 P-type ATPase, haloacid dehalogenase domain	NA	GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0008553 - P-type proton-exporting transporter activity [Evidence IEA];GO_function: GO:0000166 - nucleotide binding [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0005215 - transporter activity [Evidence IEA];GO_function: GO:0140603 - ATP hydrolysis activity [Evidence IEA];GO_process: GO:0120029 - proton export across plasma membrane [Evidence IEA]			No
GTX0536PRED_007924-T1	1.22163282640995e-07	8.83479822398535e-07	-1.45221759784883	0.274509399865642	7.39449429744188	0.60810210480724	0.00217900622744572	0.162232798749852	0.100371524641341	0.162232798749852	culture	GTX0536PRED_007924	mRNA	GTX0536_10	835086	841119	+	HSP70_3	70-kilodalton heat shock protein	NA	NA		PF00012;PF06723	IPR013126 Heat shock protein 70 family;IPR018181 Heat shock protein 70, conserved site;IPR029047 Heat shock protein 70kD, peptide-binding domain superfamily;IPR029048 Heat shock protein 70kD, C-terminal domain superfamily;IPR043129 ATPase, nucleotide binding domain	NA	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0016887 - ATPase [Evidence IEA]			No
GTX0536PRED_009577-T1	4.05212271304477e-08	3.02400434383075e-07	-1.47313186451664	0.268400187968387	5.39017852882523	0.574288775608674	0.0323948943399603	0.0796146566787427	0.124780365808692	0.124780365808692	culture	GTX0536PRED_009577	mRNA	GTX0536_13	176650	180388	-	26S	26s proteasome regulatory subunit 6B	NA	NA		PF00004;PF07724;PF07728;PF16450;PF17862	IPR003593 AAA+ ATPase domain;IPR003959 ATPase, AAA-type, core;IPR003960 ATPase, AAA-type, conserved site;IPR005937 26S proteasome regulatory subunit P45-like;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR032501 Proteasomal ATPase OB C-terminal domain;IPR035256 None;IPR041569 AAA ATPase, AAA+ lid domain	NA	GO_component: GO:0005737 - cytoplasm [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0036402 - proteasome-activating activity [Evidence IEA];GO_function: GO:0016887 - ATPase [Evidence IEA];GO_process: GO:0030163 - protein catabolic process [Evidence IEA]			No
GTX0536PRED_012409-T1	0.0006204610994426	0.00284944982820939	-1.47468056709004	0.430877082311254	4.73398937478726	0.536475804341938	0.103391883134442	-0.0345034803188735	0.301673702453323	0.301673702453323	culture	GTX0536PRED_012409	mRNA	GTX0536_19	1618192	1623319	-		hypothetical protein	NA	NA		PF01490	IPR013057 Amino acid transporter, transmembrane domain	NA				No
GTX0536PRED_009528-T1	0.00119591742177248	0.00523517049218968	-1.50819069033754	0.465512213486723	6.40832200492048	0.92180809016042	0.0048933655502953	0.467910170970377	0.0903081384948235	0.467910170970377	culture	GTX0536PRED_009528	mRNA	GTX0536_12	2965854	2973825	-		hypothetical protein	NA	NA		PF00012;PF06723	IPR012725 Chaperone DnaK;IPR013126 Heat shock protein 70 family;IPR018181 Heat shock protein 70, conserved site;IPR029047 Heat shock protein 70kD, peptide-binding domain superfamily;IPR029048 Heat shock protein 70kD, C-terminal domain superfamily;IPR043129 ATPase, nucleotide binding domain	NA	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0016887 - ATPase [Evidence IEA];GO_function: GO:0051082 - unfolded protein binding [Evidence IEA];GO_process: GO:0006457 - protein folding [Evidence IEA]			No
GTX0536PRED_002556-T1	7.48101761003605e-06	4.53385214120112e-05	-1.50858404349835	0.33677339855571	4.88817643950012	0.635442074196243	0.0240774515804198	0.130253948120985	0.223376341819064	0.223376341819064	culture	GTX0536PRED_002556	mRNA	GTX0536_3	1393085	1393393	-		hypothetical protein	NA	NA				NA				No
GTX0536PRED_002733-T1	0.00227905481391964	0.00921473747530046	-1.53034343672191	0.501549587034671	4.47452010560428	0.631376697227963	0.0477898363952201	0.0859941219022367	0.501050865251286	0.501050865251286	culture	GTX0536PRED_002733	mRNA	GTX0536_3	2246943	2249109	+		hypothetical protein	NA	NA			IPR000222 PPM-type phosphatase, divalent cation binding;IPR001932 PPM-type phosphatase-like domain;IPR015655 Protein phosphatase 2C family;IPR036457 PPM-type phosphatase-like domain superfamily	NA	GO_function: GO:0016791 - phosphatase activity [Evidence IEA];GO_function: GO:0004722 - protein serine/threonine phosphatase activity [Evidence IEA];GO_function: GO:0043169 - cation binding [Evidence IEA];GO_process: GO:0006470 - protein dephosphorylation [Evidence IEA]			No
GTX0536PRED_008738-T1	0.000614980090235816	0.00283355358489606	-1.54393823454404	0.450795392967457	4.7091693353846	0.582648458009961	0.126681910598398	-0.0571723767498244	0.316699514101276	0.316699514101276	culture	GTX0536PRED_008738	mRNA	GTX0536_11	1914416	1916857	-		hypothetical protein	NA	NA				NA				No
GTX0536PRED_005885-T1	1.26715712042123e-05	7.45417794528717e-05	-1.55143851070366	0.355369849547089	7.63409070735606	0.773138404843301	0.00368043831655991	0.271856427066248	0.110497314064218	0.271856427066248	culture	GTX0536PRED_005885	mRNA	GTX0536_7	948794	952983	+		hypothetical protein	NA	NA				NA				No
GTX0536PRED_011973-T1	0.000182939549841739	0.000926585517790469	-1.55240073060973	0.414916189107464	5.8465409883865	0.863857532563366	0.00807247570256249	0.367539402079534	0.100995484505297	0.367539402079534	culture	GTX0536PRED_011973	mRNA	GTX0536_18	1047134	1057783	-		hypothetical protein	NA	NA		PF00183;PF02518;PF13589	IPR001404 Heat shock protein Hsp90 family;IPR003594 Histidine kinase/HSP90-like ATPase;IPR019805 Heat shock protein Hsp90, conserved site;IPR020568 Ribosomal protein S5 domain 2-type fold;IPR020575 Heat shock protein Hsp90, N-terminal;IPR036890 Histidine kinase/HSP90-like ATPase superfamily;IPR037196 HSP90, C-terminal domain	NA	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0016887 - ATPase [Evidence IEA];GO_function: GO:0051082 - unfolded protein binding [Evidence IEA];GO_process: GO:0006457 - protein folding [Evidence IEA]			No
GTX0536PRED_008443-T1	0.000223591195056312	0.0011143816933002	-1.57458398685855	0.426629470142364	5.58588720502009	0.898348161778244	0.0113191548058033	0.385799473835552	0.110689340173699	0.385799473835552	culture	GTX0536PRED_008443	mRNA	GTX0536_11	359650	360276	+		hypothetical protein	NA	NA				NA				No
GTX0536PRED_000704-T1	0.0131322933195951	0.0413351716684452	-1.57691749806831	0.635812457067518	4.25477389418849	0.680561302890862	0.0529467236455499	0.100403702827769	0.829069597581143	0.829069597581143	culture	GTX0536PRED_000704	mRNA	GTX0536_1	4105561	4106602	+		hypothetical protein	NA	NA		PF04359	IPR007454 Uncharacterised protein family UPF0250, YbeD-like;IPR027471 YbeD-like domain superfamily	NA				No
GTX0536PRED_007504-T1	5.27803467284002e-06	3.29847779331606e-05	-1.58114649371926	0.347243596618613	5.29830680920435	0.782231405047502	0.0147128540097885	0.248366670483223	0.131693130130474	0.248366670483223	culture	GTX0536PRED_007504	mRNA	GTX0536_9	1796746	1798638	-	UBC4	Ubiquitin-conjugating enzyme E2 4	NA	NA		PF00179	IPR000608 Ubiquitin-conjugating enzyme E2;IPR016135 Ubiquitin-conjugating enzyme/RWD-like;IPR023313 Ubiquitin-conjugating enzyme, active site	NA				No
GTX0536PRED_002916-T1	0.0107885478236247	0.0353652630760409	-1.59075364229875	0.623953602579452	0.292741909967164	1.31658764378916	0.0861346318486747	0.7632866732536	0.00744560106843096	0.7632866732536	culture	GTX0536PRED_002916	mRNA	GTX0536_3	3138572	3138923	+		hypothetical protein	NA	NA				NA				No
GTX0536PRED_006744-T1	0.00544299863919962	0.0197581554742485	-1.59528453003813	0.573930978547951	0.384265817628735	1.20207352254808	0.154249677230817	0.564434180522656	0.0155671257388466	0.564434180522656	culture	GTX0536PRED_006744	mRNA	GTX0536_8	1476726	1477115	+		hypothetical protein	NA	NA				NA				No
GTX0536PRED_001509-T1	1.20894267293903e-14	1.15777922876004e-13	-1.59768393860576	0.207085512330367	6.64629566946156	0.575782787526854	0.00496928176236279	0.0159787122140246	0.0885967024204673	0.0885967024204673	culture	GTX0536PRED_001509	mRNA	GTX0536_2	1816524	1817193	-	ATG8CL	Autophagy-related protein 8C-like	NA	NA	9158at3041	PF02991;PF04110	IPR004241 Autophagy protein Atg8 ubiquitin-like;IPR029071 Ubiquitin-like domain superfamily	NA				No
GTX0536PRED_011054-T1	0.000704955195645107	0.00321120824509768	-1.60805738865911	0.474683011128265	5.34086647290931	1.00663946502662	0.187767399619538	0.303848515406927	0.128306405278716	0.303848515406927	culture	GTX0536PRED_011054	mRNA	GTX0536_16	338078	344292	+		hypothetical protein	NA	NA			IPR015590 Aldehyde dehydrogenase domain;IPR016161 Aldehyde/histidinol dehydrogenase;IPR016162 Aldehyde dehydrogenase, N-terminal;IPR016163 Aldehyde dehydrogenase, C-terminal	NA	GO_function: GO:0016491 - oxidoreductase activity [Evidence IEA];GO_function: GO:0016620 - oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [Evidence IEA]			No
GTX0536PRED_011689-T1	0.000380848076023632	0.00181975748360042	-1.61477303067557	0.454480125524047	5.33611847835675	0.974500712959493	0.0156162522968357	0.435043059331572	0.128664694721166	0.435043059331572	culture	GTX0536PRED_011689	mRNA	GTX0536_17	1655584	1656958	-		hypothetical protein	NA	NA				NA				No
GTX0536PRED_001606-T1	0.00285952891838207	0.0113331047245482	-1.62843377731976	0.546005692398333	4.39032952533683	0.949638396314144	0.0428376927626913	0.369456307073411	0.607610778796689	0.607610778796689	culture	GTX0536PRED_001606	mRNA	GTX0536_2	2217447	2218834	+		hypothetical protein	NA	NA	8021at3041	PF04127	IPR007085 DNA/pantothenate metabolism flavoprotein, C-terminal;IPR035929 CoaB-like superfamily	NA				No
GTX0536PRED_005328-T1	0.00060608351534649	0.00279715517115502	-1.63135581834189	0.475769672270372	4.69686523881504	1.02513443683817	0.0276148085005683	0.466254531977085	0.324383606365665	0.466254531977085	culture	GTX0536PRED_005328	mRNA	GTX0536_6	2060829	2062724	+		hypothetical protein	NA	NA		PF09801	IPR019185 Integral membrane protein SYS1-related	NA				No
GTX0536PRED_005097-T1	4.63279259630749e-12	4.16654359783296e-11	-1.63831214248365	0.236873686335552	5.83397444042858	0.695792501610132	0.0124468046808776	0.109973144289726	0.101229231781241	0.109973144289726	culture	GTX0536PRED_005097	mRNA	GTX0536_6	884598	888200	-		hypothetical protein	NA	NA	4202at3041	PF00226;PF00684;PF01556	IPR001305 Heat shock protein DnaJ, cysteine-rich domain;IPR001623 DnaJ domain;IPR002939 Chaperone DnaJ, C-terminal;IPR008971 HSP40/DnaJ peptide-binding;IPR012724 Chaperone DnaJ;IPR018253 DnaJ domain, conserved site;IPR036410 Heat shock protein DnaJ, cysteine-rich domain superfamily;IPR036869 Chaperone J-domain superfamily;IPR044713 DnaJ homolog subfamily A member 1/2-like	NA	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0030544 - Hsp70 protein binding [Evidence IEA];GO_function: GO:0031072 - heat shock protein binding [Evidence IEA];GO_function: GO:0051082 - unfolded protein binding [Evidence IEA];GO_process: GO:0009408 - response to heat [Evidence IEA];GO_process: GO:0006457 - protein folding [Evidence IEA]			No
GTX0536PRED_001661-T1	0.000370366334187478	0.00177649219441037	-1.63869995744159	0.460264231173412	4.55325122232936	0.697782145771677	0.0371895516547652	0.0871330223091406	0.425013711976476	0.425013711976476	culture	GTX0536PRED_001661	mRNA	GTX0536_2	2465804	2467122	-		hypothetical protein	NA	NA	6813at3041	PF03366;PF20305	IPR005033 YEATS;IPR038704 YEATS superfamily	NA	GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]			No
GTX0536PRED_005092-T1	0.0103838926651375	0.0341585027179083	-1.64745919695452	0.642841590465738	0.730839282080811	1.40363554898677	0.21229700714089	0.689329124711879	0.100923708516685	0.689329124711879	culture	GTX0536PRED_005092	mRNA	GTX0536_6	867782	868319	-		hypothetical protein	NA	NA		PF06320	IPR009395 Biogenesis of lysosome-related organelles complex 1 subunit 1	NA	GO_component: GO:0031083 - BLOC-1 complex [Evidence IEA]			No
GTX0536PRED_011731-T1	2.34726498182513e-07	1.6548807886938e-06	-1.64968741583641	0.319119601240124	5.07811105861047	0.642421109250998	0.0597002230638914	-0.00564894691890905	0.162490293072085	0.162490293072085	culture	GTX0536PRED_011731	mRNA	GTX0536_17	1929549	1932678	-		hypothetical protein	NA	NA		PF00153	IPR002067 Mitochondrial carrier protein;IPR018108 Mitochondrial substrate/solute carrier;IPR023395 Mitochondrial carrier domain superfamily	NA	GO_process: GO:0055085 - transmembrane transport [Evidence IEA]			No
GTX0536PRED_010289-T1	1.55223891986707e-107	3.00384993734276e-106	-1.65684967846409	0.0752155645903371	-0.241279086433375	0.601239864659257	0.0122876671698178	-0.00973448995890155	5.57098992217979e-05	5.57098992217979e-05	culture	GTX0536PRED_010289	mRNA	GTX0536_14	1308708	1309886	+		hypothetical protein	NA	NA				NA				No
GTX0536PRED_001498-T1	2.08268901775593e-10	1.75496257772467e-09	-1.65692102622205	0.260722374108382	5.28236006730987	0.713836590812264	0.0152275069718177	0.112375827352095	0.133084106906097	0.133084106906097	culture	GTX0536PRED_001498	mRNA	GTX0536_2	1750514	1751978	+		hypothetical protein	NA	NA	9632at3041	PF01176	IPR001253 Translation initiation factor 1A (eIF-1A);IPR006196 RNA-binding domain, S1, IF1 type;IPR012340 Nucleic acid-binding, OB-fold;IPR018104 Translation initiation factor 1A (eIF-1A), conserved site	NA	GO_function: GO:0003723 - RNA binding [Evidence IEA];GO_function: GO:0003743 - translation initiation factor activity [Evidence IEA];GO_process: GO:0006413 - translational initiation [Evidence IEA]			No
GTX0536PRED_007898-T1	0.00465975544946272	0.0172724884956306	-1.66833032335181	0.589586935445624	4.50116796549607	1.15481157426774	0.285667256917257	0.322711001081607	0.472760570969643	0.472760570969643	culture	GTX0536PRED_007898	mRNA	GTX0536_10	704505	706492	-		hypothetical protein	NA	NA			IPR032710 NTF2-like domain superfamily	NA				No
GTX0536PRED_012046-T1	7.91170578807826e-08	5.79640899251895e-07	-1.6708463984415	0.311194955820531	4.99391629120498	0.754614213266635	0.0264654305268649	0.135212336815469	0.184826861534536	0.184826861534536	culture	GTX0536PRED_012046	mRNA	GTX0536_18	1594756	1596366	+		hypothetical protein	NA	NA		PF01625	IPR002569 Peptide methionine sulphoxide reductase MsrA domain;IPR036509 Peptide methionine sulphoxide reductase MsrA superfamily	NA	GO_function: GO:0008113 - peptide-methionine (S)-S-oxide reductase activity [Evidence IEA]			No
GTX0536PRED_009587-T1	5.60611365876659e-15	5.46206768281217e-14	-1.67957317615218	0.214985149624909	6.21893617290503	0.704444322728904	0.00726651055344085	0.091578845032228	0.0935741030303655	0.0935741030303655	culture	GTX0536PRED_009587	mRNA	GTX0536_13	243419	245959	+		hypothetical protein	NA	NA		PF00210	IPR001519 Ferritin;IPR008331 Ferritin/DPS protein domain;IPR009040 Ferritin-like diiron domain;IPR009078 Ferritin-like superfamily;IPR012347 Ferritin-like	NA	GO_function: GO:0008199 - ferric iron binding [Evidence IEA];GO_process: GO:0006826 - iron ion transport [Evidence IEA];GO_process: GO:0006879 - cellular iron ion homeostasis [Evidence IEA]			No
GTX0536PRED_002864-T1	3.15483515104883e-05	0.00017599338834678	-1.68913533832788	0.405847817664904	4.68719457481088	0.944748673426586	0.0288428201069293	0.3291983666447	0.330529800482232	0.330529800482232	culture	GTX0536PRED_002864	mRNA	GTX0536_3	2867445	2868974	-		hypothetical protein	NA	NA		PF00213	IPR000711 ATPase, OSCP/delta subunit;IPR026015 F1F0 ATP synthase OSCP/delta subunit, N-terminal domain superfamily	NA	GO_function: GO:0046933 - proton-transporting ATP synthase activity, rotational mechanism [Evidence IEA];GO_process: GO:0015986 - ATP synthesis coupled proton transport [Evidence IEA]			No
GTX0536PRED_006576-T1	0.0001167848725935	0.000607974679957999	-1.69189573720471	0.439136481542195	4.64892825150165	0.776277969369538	0.0650097264803151	0.103579245003867	0.355733944984249	0.355733944984249	culture	GTX0536PRED_006576	mRNA	GTX0536_8	700971	703599	-		hypothetical protein	NA	NA		PF01507	IPR002500 Phosphoadenosine phosphosulphate reductase;IPR014729 Rossmann-like alpha/beta/alpha sandwich fold	NA	GO_function: GO:0003824 - catalytic activity [Evidence IEA]			No
GTX0536PRED_000378-T1	5.74669647301733e-06	3.58338451184148e-05	-1.71077020111764	0.377195437187229	4.86828690978414	0.724806829788352	0.0784299423049667	0.0173995418561318	0.231991289334738	0.231991289334738	culture	GTX0536PRED_000378	mRNA	GTX0536_1	2117577	2121558	+		hypothetical protein	NA	NA		PF13391	IPR003615 HNH nuclease	NA				No
GTX0536PRED_004720-T1	0.000117860107888188	0.000612436042100471	-1.73369287613327	0.450247276703716	4.60218941084903	0.78141374216394	0.0540278172142029	0.0855573131686979	0.388276059540224	0.388276059540224	culture	GTX0536PRED_004720	mRNA	GTX0536_5	3084907	3086454	+		hypothetical protein	NA	NA				NA				No
GTX0536PRED_000302-T1	1.51878305075312e-08	1.1805277674275e-07	-1.74454496609251	0.30825464167125	5.57475158975329	0.850609190340118	0.0221607378288613	0.185157642051584	0.111456590650391	0.185157642051584	culture	GTX0536PRED_000302	mRNA	GTX0536_1	1682065	1686836	-	HSP70_2	70-kilodalton heat shock protein	NA	NA		PF00012;PF06723	IPR012725 Chaperone DnaK;IPR013126 Heat shock protein 70 family;IPR018181 Heat shock protein 70, conserved site;IPR029047 Heat shock protein 70kD, peptide-binding domain superfamily;IPR029048 Heat shock protein 70kD, C-terminal domain superfamily;IPR043129 ATPase, nucleotide binding domain	NA	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0016887 - ATPase [Evidence IEA];GO_function: GO:0051082 - unfolded protein binding [Evidence IEA];GO_process: GO:0006457 - protein folding [Evidence IEA]			No
GTX0536PRED_009478-T1	1.74828890317934e-166	5.16389332875918e-165	-1.74646333387217	0.0635074059818154	-0.216838998594807	0.669605148223774	0.00877861959948712	-0.00419936639567418	2.10690140527902e-05	2.10690140527902e-05	culture	GTX0536PRED_009478	mRNA	GTX0536_12	2734740	2735807	+		hypothetical protein	NA	NA				NA				No
GTX0536PRED_001413-T1	0.00472130470250303	0.0174315539410836	-1.76194389173156	0.623595807925414	5.05896080072078	1.4409364063788	0.276050505324597	0.572396909211003	0.1669457795987	0.572396909211003	culture	GTX0536PRED_001413	mRNA	GTX0536_2	1347967	1350086	-		hypothetical protein	NA	NA	6682at3041	PF00085	IPR013766 Thioredoxin domain;IPR036249 Thioredoxin-like superfamily;IPR044192 Thioredoxin-like protein CDSP32	NA	GO_function: GO:0016671 - oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [Evidence IEA]			No
GTX0536PRED_005395-T1	1.30365519680184e-06	8.64788766483677e-06	-1.81539867053596	0.375144697627631	5.30578093972139	0.995405286634228	0.121994821440569	0.185060183995344	0.131066624087429	0.185060183995344	culture	GTX0536PRED_005395	mRNA	GTX0536_6	2380595	2383790	-		hypothetical protein	NA	NA		PF00044;PF02800	IPR006424 Glyceraldehyde-3-phosphate dehydrogenase, type I;IPR020828 Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain;IPR020829 Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain;IPR020830 Glyceraldehyde 3-phosphate dehydrogenase, active site;IPR020831 Glyceraldehyde/Erythrose phosphate dehydrogenase family;IPR036291 NAD(P)-binding domain superfamily	NA	GO_function: GO:0051287 - NAD binding [Evidence IEA];GO_function: GO:0050661 - NADP binding [Evidence IEA];GO_function: GO:0016620 - oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [Evidence IEA];GO_process: GO:0006006 - glucose metabolic process [Evidence IEA]			No
GTX0536PRED_012440-T1	6.84723486413159e-05	0.000368778138747663	-1.81636107234725	0.456196467142625	4.74773619245547	1.12848098069218	0.0272429061121107	0.426826657451697	0.293631024805955	0.426826657451697	culture	GTX0536PRED_012440	mRNA	GTX0536_19	1791090	1792905	+		hypothetical protein	NA	NA				NA				No
GTX0536PRED_009289-T1	0.000138958307778559	0.000716759212548964	-1.84268898138967	0.483643485904037	0.37903055768187	1.20015313641853	0.174633011232775	0.335718308310661	0.0149835731862208	0.335718308310661	culture	GTX0536PRED_009289	mRNA	GTX0536_12	1710762	1711076	-		hypothetical protein	NA	NA				NA				No
GTX0536PRED_001188-T1	0.0102853551348601	0.033913873687917	-1.86091108716482	0.725194574071434	1.56700234009312	1.60468365248954	0.23712198842485	0.706347102381806	0.910311837602746	0.910311837602746	culture	GTX0536PRED_001188	mRNA	GTX0536_2	170801	171452	+		hypothetical protein	NA	NA		PF14311	IPR025487 Probable Zinc-ribbon domain	NA				No
GTX0536PRED_003661-T1	0.0121284511090217	0.0388942100707598	-1.87007987007217	0.745531497261743	4.15053530757476	0.90482209633319	0.187001557630294	-0.0294494232275478	1.02569054435371	1.02569054435371	culture	GTX0536PRED_003661	mRNA	GTX0536_4	2080362	2083612	+		hypothetical protein	NA	NA				NA				No
GTX0536PRED_005164-T1	0.00155371910799991	0.00654614987544706	-1.87051840665856	0.591102240480914	4.56394046883656	1.38550881968048	0.345894908589215	0.34535591497936	0.416436419486909	0.416436419486909	culture	GTX0536PRED_005164	mRNA	GTX0536_6	1272855	1276077	+		hypothetical protein	NA	NA				NA				No
GTX0536PRED_003086-T1	1.35667142522137e-08	1.06039554851565e-07	-1.89528979273182	0.333750082499543	4.9284952097688	0.798077476358929	0.0357784511952368	-0.0198434932449346	0.207252350772295	0.207252350772295	culture	GTX0536PRED_003086	mRNA	GTX0536_3	3962989	3966714	-		hypothetical protein	NA	NA		PF01408;PF08635	IPR000683 Gfo/Idh/MocA-like oxidoreductase, N-terminal;IPR013944 Oxidoreductase putative, C-terminal;IPR036291 NAD(P)-binding domain superfamily	NA	GO_function: GO:0000166 - nucleotide binding [Evidence IEA]			No
GTX0536PRED_005649-T1	0.00266581929219474	0.0106254104174694	-1.93186038447997	0.643126942330976	4.40085903998942	1.27984234277491	0.309550428023339	0.207748850989654	0.592876329690094	0.592876329690094	culture	GTX0536PRED_005649	mRNA	GTX0536_6	3819239	3821814	-		hypothetical protein	NA	NA		PF00076	IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR035979 RNA-binding domain superfamily	NA	GO_function: GO:0003676 - nucleic acid binding [Evidence IEA]			No
GTX0536PRED_000836-T1	2.42503379257756e-05	0.000136914382735868	-1.94621991169067	0.461007564501415	5.49187165663078	1.24375062881651	0.0133550743121536	0.450342324656996	0.117778384655413	0.450342324656996	culture	GTX0536PRED_000836	mRNA	GTX0536_1	4931174	4933456	-		hypothetical protein	NA	NA		PF01073;PF01370;PF07993;PF13460	IPR001509 NAD-dependent epimerase/dehydratase;IPR036291 NAD(P)-binding domain superfamily	NA	GO_function: GO:0003824 - catalytic activity [Evidence IEA]			No
GTX0536PRED_008258-T1	0.00179624111449913	0.00748923115495476	-1.96258900149399	0.628631034152124	4.47173495609867	1.61636691985695	0.0412677599343888	0.820936553736525	0.504159403565124	0.820936553736525	culture	GTX0536PRED_008258	mRNA	GTX0536_10	2505286	2506119	+		hypothetical protein	NA	NA				NA				No
GTX0536PRED_012035-T1	1.85886429110976e-21	1.98325977218783e-20	-2.01189586869086	0.211497138875126	6.48078271479401	0.920038701552321	0.00808310266185556	0.0329154579020516	0.0895118931614852	0.0895118931614852	culture	GTX0536PRED_012035	mRNA	GTX0536_18	1512952	1517202	+		hypothetical protein	NA	NA		PF00199;PF06628	IPR002226 Catalase haem-binding site;IPR010582 Catalase immune-responsive domain;IPR011614 Catalase core domain;IPR018028 Catalase, mono-functional, haem-containing;IPR020835 Catalase superfamily;IPR024708 Catalase active site;IPR024711 Catalase, mono-functional, haem-containing, clades 1 and 3	NA	GO_function: GO:0004096 - catalase activity [Evidence IEA];GO_function: GO:0020037 - heme binding [Evidence IEA];GO_process: GO:0006979 - response to oxidative stress [Evidence IEA]			No
GTX0536PRED_002062-T1	4.94141507524675e-06	3.10192633135176e-05	-2.03012924262928	0.44449612005916	4.6570893009054	1.28718893421979	0.0316988675711687	0.399377788605515	0.350243932538847	0.399377788605515	culture	GTX0536PRED_002062	mRNA	GTX0536_2	4377339	4378934	+		hypothetical protein	NA	NA				NA				No
