gene	database	ID	Description	Scientific.Name	Max.Score	E.value	Per..ident	cover	taxid	kingdom	phylum	class	order	family	genus	taxonomy
GTX0536PRED_004195	nr	CAG9460028.1	unnamed protein product [Pedinophyceae sp. YPF-701]	Pedinophyceae sp. YPF-701	196	1e-57	39.53	87	765719	Viridiplantae	Chlorophyta	Pedinophyceae	NA	NA	NA	other Chlorophyta
GTX0536PRED_004195	nr	CAM0949256.1	unnamed protein product [Alopecurus aequalis]	Alopecurus aequalis	196	1e-57	40.53	88	114194	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Alopecurus	other Viridiplantae
GTX0536PRED_004195	nr	KAK3220677.1	hypothetical protein Dsin_014647 [Dipteronia sinensis]	Dipteronia sinensis	200	1e-57	40.2	87	43782	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Dipteronia	other Viridiplantae
GTX0536PRED_004195	nr	TXG70941.1	hypothetical protein EZV62_005876 [Acer yangbiense]	Acer yangbiense	196	1e-57	39.19	87	1000413	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	other Viridiplantae
GTX0536PRED_004195	nr	KAK2420825.1	short-chain dehydrogenase TIC 32, chloroplastic [Trifolium repens]	Trifolium repens	196	2e-57	37.96	95	3899	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	other Viridiplantae
GTX0536PRED_004195	nr	XP_045811025.1	short-chain dehydrogenase TIC 32, chloroplastic-like isoform X1 [Trifolium pratense]	Trifolium pratense	196	2e-57	38.15	95	57577	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	other Viridiplantae
GTX0536PRED_004195	nr	XP_039120430.1	short-chain dehydrogenase TIC 32, chloroplastic-like isoform X2 [Dioscorea cayenensis subsp. rotundata]	Dioscorea cayenensis subsp. rotundata	195	4e-57	39.12	87	55577	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	other Viridiplantae
GTX0536PRED_004195	nr	KAH7557663.1	hypothetical protein JRO89_XS11G0198300 [Xanthoceras sorbifolium]	Xanthoceras sorbifolium	203	4e-57	39.25	93	99658	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Xanthoceras	other Viridiplantae
GTX0536PRED_004195	nr	XP_015615129.1	short-chain dehydrogenase TIC 32, chloroplastic isoform X2 [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	195	4e-57	43.39	86	39947	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	other Viridiplantae
GTX0536PRED_004195	nr	XP_002513680.1	short-chain dehydrogenase TIC 32, chloroplastic isoform X2 [Ricinus communis]	Ricinus communis	194	5e-57	39.66	87	3988	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Ricinus	other Viridiplantae
GTX0536PRED_004195	nr	KAJ1254324.1	hypothetical protein BS78_K087300 [Paspalum vaginatum]	Paspalum vaginatum	194	5e-57	40.53	88	158149	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Paspalum	other Viridiplantae
GTX0536PRED_004195	nr	KAJ7556967.1	hypothetical protein O6H91_05G106300 [Diphasiastrum complanatum]	Diphasiastrum complanatum	194	6e-57	38.32	93	34168	Viridiplantae	Streptophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae	Diphasiastrum	other Viridiplantae
GTX0536PRED_004195	nr	GMJ13573.1	hypothetical protein like AT4G23420 [Hibiscus trionum]	Hibiscus trionum	194	6e-57	37.8	96	183268	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	other Viridiplantae
GTX0536PRED_004195	nr	KAJ8648126.1	hypothetical protein MRB53_001149 [Persea americana]	Persea americana	194	8e-57	41.27	93	3435	Viridiplantae	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Persea	other Viridiplantae
GTX0536PRED_004195	nr	XP_052137202.1	short-chain dehydrogenase TIC 32, chloroplastic-like isoform X1 [Oryza glaberrima]	Oryza glaberrima	195	9e-57	43.39	86	4538	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	other Viridiplantae
GTX0536PRED_004195	nr	KAJ7555914.1	hypothetical protein O6H91_05G060800 [Diphasiastrum complanatum]	Diphasiastrum complanatum	194	1e-56	38.01	93	34168	Viridiplantae	Streptophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae	Diphasiastrum	other Viridiplantae
GTX0536PRED_004195	nr	RWR79349.1	short-chain dehydrogenase TIC 32, chloroplastic [Cinnamomum micranthum f. kanehirae]	Cinnamomum micranthum f. kanehirae	194	1e-56	41.27	93	337451	Viridiplantae	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Cinnamomum	other Viridiplantae
GTX0536PRED_004195	nr	KAJ7279217.1	hypothetical protein O6H91_Y379400 [Diphasiastrum complanatum]	Diphasiastrum complanatum	192	2e-56	37.69	93	34168	Viridiplantae	Streptophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae	Diphasiastrum	other Viridiplantae
GTX0536PRED_004195	nr	XP_019227919.1	PREDICTED: short-chain dehydrogenase TIC 32, chloroplastic-like [Nicotiana attenuata]	Nicotiana attenuata	192	3e-56	40.68	87	49451	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	other Viridiplantae
GTX0536PRED_004195	nr	KAG0600857.1	hypothetical protein M758_11G066400 [Ceratodon purpureus]	Ceratodon purpureus	192	3e-56	36.36	94	3225	Viridiplantae	Streptophyta	Bryopsida	Pseudoditrichales	Ditrichaceae	Ceratodon	other Viridiplantae
GTX0536PRED_004195	nr	GLT31199.1	hypothetical protein SLA2020_059510 [Shorea laevis]	Shorea laevis	192	3e-56	37.61	96	152420	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Dipterocarpaceae	Shorea	other Viridiplantae
GTX0536PRED_004195	nr	XP_042474654.1	short-chain dehydrogenase TIC 32 B, chloroplastic-like [Zingiber officinale]	Zingiber officinale	192	3e-56	40.62	95	94328	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Zingiber	other Viridiplantae
GTX0536PRED_004195	nr	XP_028962001.1	short-chain dehydrogenase TIC 32, chloroplastic-like [Malus domestica]	Malus domestica	192	4e-56	38.49	93	3750	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus	other Viridiplantae
GTX0536PRED_004195	nr	KAL5813036.1	hypothetical protein ACOSQ3_027986 [Xanthoceras sorbifolium]	Xanthoceras sorbifolium	192	4e-56	38.58	95	99658	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Xanthoceras	other Viridiplantae
GTX0536PRED_004195	nr	KAK3220676.1	hypothetical protein Dsin_014646 [Dipteronia sinensis]	Dipteronia sinensis	192	4e-56	40.33	87	43782	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Dipteronia	other Viridiplantae
GTX0536PRED_004195	nr	XP_015571265.1	short-chain dehydrogenase TIC 32, chloroplastic isoform X1 [Ricinus communis]	Ricinus communis	192	4e-56	39.19	87	3988	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Ricinus	other Viridiplantae
GTX0536PRED_004195	nr	EER96376.1	hypothetical protein SORBI_3002G137300 [Sorghum bicolor]	Sorghum bicolor	192	4e-56	40.2	88	4558	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Sorghum	other Viridiplantae
GTX0536PRED_004195	nr	NP_001409886.1	short-chain dehydrogenase TIC 32, chloroplastic [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	192	6e-56	40.13	88	39947	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	other Viridiplantae
GTX0536PRED_004195	nr	XP_042469518.1	short-chain dehydrogenase TIC 32 B, chloroplastic-like [Zingiber officinale]	Zingiber officinale	192	6e-56	40.62	95	94328	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Zingiber	other Viridiplantae
GTX0536PRED_004195	nr	KAJ0976936.1	hypothetical protein J5N97_012410 [Dioscorea zingiberensis]	Dioscorea zingiberensis	192	6e-56	36.56	98	325984	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	other Viridiplantae
GTX0536PRED_004195	nr	CAD6225674.1	unnamed protein product [Miscanthus lutarioriparius]	Miscanthus lutarioriparius	192	6e-56	39.87	88	422564	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Miscanthus	other Viridiplantae
GTX0536PRED_004195	nr	EEE70271.1	hypothetical protein OsJ_30418 [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	192	6e-56	40.13	88	39947	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	other Viridiplantae
GTX0536PRED_004195	nr	KAG0556632.1	hypothetical protein KC19_11G068100 [Ceratodon purpureus]	Ceratodon purpureus	192	7e-56	36.36	94	3225	Viridiplantae	Streptophyta	Bryopsida	Pseudoditrichales	Ditrichaceae	Ceratodon	other Viridiplantae
GTX0536PRED_004195	nr	EAZ10151.1	hypothetical protein OsI_32466 [Oryza sativa Indica Group]	Oryza sativa Indica Group	191	7e-56	39.86	88	39946	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	other Viridiplantae
GTX0536PRED_004195	nr	KAL5746368.1	hypothetical protein ACOSP7_027514 [Xanthoceras sorbifolium]	Xanthoceras sorbifolium	191	7e-56	38.84	95	99658	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Xanthoceras	other Viridiplantae
GTX0536PRED_004195	nr	KAK1584641.1	hypothetical protein Q3G72_034766 [Acer saccharum]	Acer saccharum	191	9e-56	39.8	87	4024	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	other Viridiplantae
GTX0536PRED_004195	nr	CAM0953256.1	unnamed protein product [Alopecurus aequalis]	Alopecurus aequalis	191	1e-55	40.33	87	114194	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Alopecurus	other Viridiplantae
GTX0536PRED_004195	nr	KAF0902511.1	hypothetical protein E2562_017910 [Oryza meyeriana var. granulata]	Oryza meyeriana var. granulata	192	1e-55	42.37	86	110450	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	other Viridiplantae
GTX0536PRED_004195	nr	KAH7557662.1	hypothetical protein JRO89_XS11G0198200 [Xanthoceras sorbifolium]	Xanthoceras sorbifolium	191	1e-55	37.79	86	99658	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Xanthoceras	other Viridiplantae
GTX0536PRED_004195	nr	XP_015615128.1	short-chain dehydrogenase TIC 32, chloroplastic isoform X1 [Oryza sativa Japonica Group]	Oryza sativa Japonica Group	191	1e-55	42.47	86	39947	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	other Viridiplantae
GTX0536PRED_004195	nr	KAG9441321.1	hypothetical protein H6P81_017175 [Aristolochia fimbriata]	Aristolochia fimbriata	191	2e-55	40	87	158543	Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Aristolochiaceae	Aristolochia	other Viridiplantae
GTX0536PRED_004195	nr	CAA7398133.1	unnamed protein product [Spirodela intermedia]	Spirodela intermedia	191	2e-55	40.74	95	51605	Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Spirodela	other Viridiplantae
GTX0536PRED_004195	nr	KAL5744647.1	hypothetical protein ACOSQ2_027763 [Xanthoceras sorbifolium]	Xanthoceras sorbifolium	191	2e-55	38.53	95	99658	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Xanthoceras	other Viridiplantae
GTX0536PRED_004195	nr	KAL5811251.1	hypothetical protein ACOSQ4_027819 [Xanthoceras sorbifolium]	Xanthoceras sorbifolium	191	2e-55	38.84	95	99658	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Xanthoceras	other Viridiplantae
GTX0536PRED_004195	nr	GMH37071.1	hypothetical protein BSKO_04944 [Bryopsis sp. KO-2023]	Bryopsis sp. KO-2023	189	2e-55	37.42	88	3041901	Viridiplantae	Chlorophyta	Ulvophyceae	Bryopsidales	Bryopsidaceae	Bryopsis	other Chlorophyta
GTX0536PRED_004195	nr	XP_037422641.1	short-chain dehydrogenase TIC 32, chloroplastic-like [Triticum dicoccoides]	Triticum dicoccoides	190	3e-55	40.2	88	85692	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	other Viridiplantae
GTX0536PRED_004195	nr	XP_071686210.1	short-chain dehydrogenase TIC 32, chloroplastic-like isoform X3 [Rutidosis leptorrhynchoides]	Rutidosis leptorrhynchoides	190	3e-55	39.73	87	125765	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Rutidosis	other Viridiplantae
GTX0536PRED_004195	nr	KAG0556633.1	hypothetical protein KC19_11G068200 [Ceratodon purpureus]	Ceratodon purpureus	190	3e-55	37	94	3225	Viridiplantae	Streptophyta	Bryopsida	Pseudoditrichales	Ditrichaceae	Ceratodon	other Viridiplantae
GTX0536PRED_004195	nr	XP_039123707.1	short-chain dehydrogenase TIC 32, chloroplastic-like [Dioscorea cayenensis subsp. rotundata]	Dioscorea cayenensis subsp. rotundata	190	3e-55	40.4	87	55577	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	other Viridiplantae
GTX0536PRED_004195	nr	KQJ91626.1	hypothetical protein BRADI_4g38730v3 [Brachypodium distachyon]	Brachypodium distachyon	190	3e-55	38.87	88	15368	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Brachypodium	other Viridiplantae
GTX0536PRED_004195	nr	KAL4279300.1	hypothetical protein GQ457_03G013590 [Hibiscus cannabinus]	Hibiscus cannabinus	190	3e-55	39.53	87	229543	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	other Viridiplantae
GTX0536PRED_004195	nr	KAK4836871.1	hypothetical protein QYF36_000934 [Acer negundo]	Acer negundo	190	3e-55	39.8	87	4023	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	other Viridiplantae
GTX0536PRED_004195	nr	KAK2420826.1	short-chain dehydrogenase TIC 32, chloroplastic [Trifolium repens]	Trifolium repens	191	3e-55	37.74	93	3899	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	other Viridiplantae
GTX0536PRED_004195	nr	XP_047091566.1	short-chain dehydrogenase TIC 32, chloroplastic-like [Lolium rigidum]	Lolium rigidum	190	3e-55	40.69	93	89674	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium	other Viridiplantae
GTX0536PRED_004195	nr	XP_051179863.1	short-chain dehydrogenase TIC 32, chloroplastic [Lolium perenne]	Lolium perenne	190	3e-55	42.18	87	4522	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium	other Viridiplantae
GTX0536PRED_004195	nr	PSC68474.1	WW domain-containing oxidoreductase [Micractinium conductrix]	Micractinium conductrix	189	3e-55	38.01	95	554055	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Micractinium	other Trebouxiophyceae
GTX0536PRED_004195	nr	CAD6220003.1	unnamed protein product [Miscanthus lutarioriparius]	Miscanthus lutarioriparius	189	4e-55	39.87	88	422564	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Miscanthus	other Viridiplantae
GTX0536PRED_004195	nr	KAK0598687.1	hypothetical protein LWI29_037006 [Acer saccharum]	Acer saccharum	189	5e-55	39.8	87	4024	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	other Viridiplantae
GTX0536PRED_006449	nt	KF573967.1	Trebouxia decolorans clone contig_699 putative sulfite efflux pump/TDT transporter-like gene, partial sequence	Trebouxia decolorans	609	0.0	78.66	100	300845	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxiales
GTX0536PRED_006449	nt	OZ234918.1	Trebouxia sp. SL0000003 genome assembly, chromosome: 13	Trebouxia sp. SL0000003	599	0.0	77.12	100	3350044	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxiales
GTX0536PRED_006449	nt	XM_016781808.1	Fonsecaea multimorphosa CBS 102226 uncharacterized protein (Z520_11319), partial mRNA	Fonsecaea multimorphosa CBS 102226	306	2e-96	43.4	95	1442371	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fungi
GTX0536PRED_006449	nt	XM_016761570.1	Cladophialophora bantiana CBS 173.52 uncharacterized protein (Z519_03823), partial mRNA	Cladophialophora bantiana CBS 173.52	304	9e-96	43.13	95	1442370	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Fungi
GTX0536PRED_006449	nt	XM_007749411.1	Cladophialophora psammophila CBS 110553 uncharacterized protein (A1O5_08830), partial mRNA	Cladophialophora psammophila CBS 110553	303	2e-95	43.24	94	1182543	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Fungi
GTX0536PRED_006449	nt	XM_022642105.1	Fonsecaea nubica hypothetical protein (AYO20_03805), partial mRNA	Fonsecaea nubica	301	1e-94	42.05	95	856822	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fungi
GTX0536PRED_006449	nt	XM_013416691.1	Rhinocladiella mackenziei CBS 650.93 uncharacterized protein (Z518_05881), partial mRNA	Rhinocladiella mackenziei CBS 650.93	300	4e-94	42.93	94	1442369	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Fungi
GTX0536PRED_006449	nt	XM_066776500.1	Diplodia seriata Plasma membrane sulfite pump involved in sulfite metabolism (SSU1_2), partial mRNA	Diplodia seriata	298	1e-93	44.07	96	420778	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Fungi
GTX0536PRED_006449	nt	XM_016382472.1	Exophiala spinifera uncharacterized protein (PV08_08146), partial mRNA	Exophiala spinifera	298	2e-93	43.7	87	91928	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nt	XM_013457316.1	Exophiala xenobiotica uncharacterized protein (PV05_07847), partial mRNA	Exophiala xenobiotica	297	6e-93	40.97	95	348802	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nt	XM_016373242.1	Exophiala mesophila uncharacterized protein (PV10_08249), partial mRNA	Exophiala mesophila	294	4e-92	45	87	212818	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nt	XM_022651890.1	Fonsecaea monophora hypothetical protein (AYO21_01909), partial mRNA	Fonsecaea monophora	294	7e-92	42.42	91	254056	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fungi
GTX0536PRED_006449	nt	XM_018837242.1	Fonsecaea erecta hypothetical protein (AYL99_05730), partial mRNA	Fonsecaea erecta	294	8e-92	42.98	91	1367422	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fungi
GTX0536PRED_006449	nt	XM_013434069.1	Fonsecaea pedrosoi CBS 271.37 uncharacterized protein (Z517_01107), partial mRNA	Fonsecaea pedrosoi CBS 271.37	293	1e-91	42.42	91	1442368	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fungi
GTX0536PRED_006449	nt	XM_016411588.1	Exophiala oligosperma uncharacterized protein (PV06_10086), mRNA	Exophiala oligosperma	299	1e-91	42.43	94	215243	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nt	XM_037295590.1	Letharia lupina uncharacterized protein (HO133_004674), partial mRNA	Letharia lupina	294	1e-91	42.82	94	560253	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Letharia	Fungi
GTX0536PRED_006449	nt	XM_016390322.1	Cladophialophora immunda uncharacterized protein (PV07_03590), mRNA	Cladophialophora immunda	298	2e-91	44.61	88	569365	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Fungi
GTX0536PRED_006449	nt	XM_062815524.1	Exophiala viscosa sulfite transporter Ssu1 (EDD37DRAFT_61427), mRNA	Exophiala viscosa	292	2e-90	43.57	88	2486360	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nt	XM_019170313.1	Saitoella complicata NRRL Y-17804 uncharacterized protein (SAICODRAFT_67445), mRNA	Saitoella complicata NRRL Y-17804	293	3e-90	45.53	88	698492	Fungi	Ascomycota	NA	NA	NA	Saitoella	Fungi
GTX0536PRED_006449	nt	XM_008730615.1	Cladophialophora carrionii CBS 160.54 uncharacterized protein (G647_06293), partial mRNA	Cladophialophora carrionii CBS 160.54	289	9e-90	42.61	88	1279043	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Fungi
GTX0536PRED_006449	nt	XM_035514428.1	Lasiodiplodia theobromae Sulfite transporter ssu1 (LTHEOB_5299), partial mRNA	Lasiodiplodia theobromae	288	9e-90	42.6	96	45133	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Fungi
GTX0536PRED_006449	nt	XM_064820607.1	Mucor velutinosus MFS domain-containing protein (ATC70_001209), partial mRNA	Mucor velutinosus	285	3e-89	43.43	90	708070	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Fungi
GTX0536PRED_006449	nt	EF035480.1	Arthroderma benhamiae sulphite efflux pump protein mRNA, complete cds	Trichophyton benhamiae	285	4e-89	45.88	86	63400	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Fungi
GTX0536PRED_006449	nt	XM_033724652.1	Mytilinidion resinicola C4-dicarboxylate transporter/malic acid transport protein-like protein (BDZ99DRAFT_512741), partial mRNA	Mytilinidion resinicola	287	5e-89	44.61	88	574789	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Mytilinidion	Fungi
GTX0536PRED_006449	nt	XM_051599917.1	Mucor mucedo voltage-dependent anion channel (EV154DRAFT_494588), mRNA	Mucor mucedo	283	2e-88	40.62	90	29922	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Fungi
GTX0536PRED_006449	nt	XM_038940095.1	Ascochyta rabiei Plasma membrane sulfite pump involved in sulfite metabolism (EKO05_0005450), partial mRNA	Ascochyta rabiei	285	3e-88	44.44	95	5454	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta	Fungi
GTX0536PRED_006449	nt	XM_013460633.1	Exophiala xenobiotica uncharacterized protein (PV05_04241), mRNA	Exophiala xenobiotica	285	5e-88	45.13	87	348802	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Fungi
GTX0536PRED_006449	nt	XM_041023804.1	Aureobasidium melanogenum CBS 110374 putative C4-dicarboxylate transporter/malic acid transport protein (M437DRAFT_60747), partial mRNA	Aureobasidium melanogenum CBS 110374	283	9e-88	43.86	88	1043003	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Fungi
GTX0536PRED_006449	nt	XM_033606706.1	Dissoconium aciculare CBS 342.82 uncharacterized protein (K489DRAFT_391554), partial mRNA	Dissoconium aciculare CBS 342.82	282	1e-87	44.76	90	1314786	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Dissoconiaceae	Dissoconium	Fungi
GTX0536PRED_006449	nt	XM_008715301.1	Cyphellophora europaea CBS 101466 uncharacterized protein (HMPREF1541_10631), partial mRNA	Cyphellophora europaea CBS 101466	283	1e-87	43.15	88	1220924	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Fungi
GTX0536PRED_006449	nt	XM_038903498.1	Botrytis sinoallii uncharacterized protein (EAF02_007450), partial mRNA	Botrytis sinoallii	283	3e-87	43.8	88	1463999	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Fungi
GTX0536PRED_006449	nt	XM_003840154.1	Leptosphaeria maculans uncharacterized protein (IAQ61_005415), partial mRNA	Plenodomus lingam	281	3e-87	43.42	94	5022	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Fungi
GTX0536PRED_006449	nt	XM_020277420.1	Diplodia corticola sulfite transporter ssu1 (BKCO1_5600058), partial mRNA	Diplodia corticola	281	4e-87	43.36	90	236234	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Diplodia	Fungi
GTX0536PRED_006449	nt	XM_033735010.1	Neohortaea acidophila voltage-dependent anion channel (BDY17DRAFT_306231), mRNA	Neohortaea acidophila	282	5e-87	44.96	88	245834	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Neohortaea	Fungi
GTX0536PRED_006449	nt	XM_038916627.1	Botrytis porri uncharacterized protein (EAF01_008371), partial mRNA	Botrytis porri	283	1e-86	44.09	88	87229	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Fungi
GTX0536PRED_006449	nt	XM_064872934.1	Knufia obscura Plasma membrane sulfite pump involved in sulfite metabolism (SSU1_3), partial mRNA	Knufia obscura	280	1e-86	42.82	87	1635080	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Fungi
GTX0536PRED_006449	nt	XM_038948005.1	Botrytis deweyae uncharacterized protein (EAE98_000387), partial mRNA	Botrytis deweyae	283	2e-86	44.09	88	2478750	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Fungi
GTX0536PRED_006449	nt	XM_038876747.1	Botrytis byssoidea uncharacterized protein (EAE97_006234), partial mRNA	Botrytis byssoidea	283	2e-86	41.44	95	139641	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Fungi
GTX0536PRED_006449	nt	XM_023772803.1	Ramularia collo-cygni related to malic acid transport protein (RCC_07547), partial mRNA	Ramularia collo-cygni	279	3e-86	40.78	91	112498	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Fungi
GTX0536PRED_006449	nt	XM_008084931.1	Glarea lozoyensis ATCC 20868 sulfite transporter Ssu1 (GLAREA_00171), partial mRNA	Glarea lozoyensis ATCC 20868	279	4e-86	44.51	91	1116229	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Fungi
GTX0536PRED_006449	nt	XM_033705214.1	Macroventuria anomochaeta C4-dicarboxylate transporter/malic acid transport protein-like protein (BU25DRAFT_406205), mRNA	Macroventuria anomochaeta	284	4e-86	44.93	92	301207	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Macroventuria	Fungi
