GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
GTX0536PRED_006459	GTX0536_8:23788-26277	-	346	hypothetical protein											GO:0016615 malate dehydrogenase activity; GO:0016491 oxidoreductase activity; GO:0003824 catalytic activity; GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; GO:0030060 L-malate dehydrogenase activity; GO:0006099 tricarboxylic acid cycle; GO:0019752 carboxylic acid metabolic process; GO:0006108 malate metabolic process; GO:0005975 carbohydrate metabolic process		
GTX0536PRED_006460	GTX0536_8:26347-27076	+	143	hypothetical protein											GO:0042753 positive regulation of circadian rhythm		
GTX0536PRED_006461	GTX0536_8:28292-29012	+	175	hypothetical protein													
GTX0536PRED_006462	GTX0536_8:30406-31480	-	216	hypothetical protein											GO:0005515 protein binding; GO:0000062 fatty-acyl-CoA binding		
GTX0536PRED_006463	GTX0536_8:32029-36400	-	617	hypothetical protein													
GTX0536PRED_006464	GTX0536_8:40219-42390	-	472	hypothetical protein													
GTX0536PRED_006465	GTX0536_8:43211-46753	+	298	hypothetical protein													
GTX0536PRED_006466	GTX0536_8:54683-58212	+	545	hypothetical protein											GO:0016757 glycosyltransferase activity		
GTX0536PRED_006466	GTX0536_8:54683-58181	+	533	hypothetical protein											GO:0016757 glycosyltransferase activity		
GTX0536PRED_006467	GTX0536_8:58969-64870	-	708	hypothetical protein											GO:0005874 microtubule; GO:0005819 spindle; GO:0032147 activation of protein kinase activity; GO:0060236 regulation of mitotic spindle organization		
GTX0536PRED_006468	GTX0536_8:65537-75238	+	1371	hypothetical protein											GO:0004843 cysteine-type deubiquitinase activity; GO:0016579 protein deubiquitination; GO:0006511 ubiquitin-dependent protein catabolic process		
GTX0536PRED_006469	GTX0536_8:76107-77033	-	205	hypothetical protein											GO:0003690 double-stranded DNA binding; GO:0006355 regulation of DNA-templated transcription		
GTX0536PRED_006470	GTX0536_8:77266-84819	+	1195	hypothetical protein													
GTX0536PRED_006471	GTX0536_8:85827-86350	-	136	hypothetical protein											GO:0000786 nucleosome; GO:0003677 DNA binding; GO:0046982 protein heterodimerization activity		
GTX0536PRED_006472	GTX0536_8:86602-87092	+	126	Histone h2b											GO:0000786 nucleosome; GO:0003677 DNA binding; GO:0046982 protein heterodimerization activity		
GTX0536PRED_006473	GTX0536_8:89854-90273	-	103	hypothetical protein											GO:0000786 nucleosome; GO:0003677 DNA binding; GO:0046982 protein heterodimerization activity		
GTX0536PRED_006474	GTX0536_8:90559-91073	+	126	hypothetical protein											GO:0000786 nucleosome; GO:0003677 DNA binding; GO:0046982 protein heterodimerization activity		
GTX0536PRED_006475	GTX0536_8:92938-104852	-	1135	hypothetical protein											GO:0046524 sucrose-phosphate synthase activity; GO:0016757 glycosyltransferase activity; GO:0016157 sucrose synthase activity; GO:0005985 sucrose metabolic process; GO:0005986 sucrose biosynthetic process		
GTX0536PRED_006476	GTX0536_8:105546-111535	-	566	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006477	GTX0536_8:115471-123001	+	1213	hypothetical protein											GO:0007064 mitotic sister chromatid cohesion		
GTX0536PRED_006478	GTX0536_8:124351-131306	-	1223	hypothetical protein													
GTX0536PRED_006479	GTX0536_8:137615-139596	-	424	hypothetical protein													
GTX0536PRED_006480	GTX0536_8:140604-146184	+	646	hypothetical protein													
GTX0536PRED_006481	GTX0536_8:147988-149127	+	109	hypothetical protein													
GTX0536PRED_006482	GTX0536_8:149727-150003	+	50	hypothetical protein													
GTX0536PRED_006483	GTX0536_8:150081-150426	-	114	hypothetical protein													
GTX0536PRED_006484	GTX0536_8:152524-159989	-	790	hypothetical protein													
GTX0536PRED_012843	GTX0536_8:162454-163464	-	136	hypothetical protein													
GTX0536PRED_006485	GTX0536_8:164282-167503	+	359	hypothetical protein											GO:0016714 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen; GO:0005506 iron ion binding; GO:0004497 monooxygenase activity; GO:0009072 aromatic amino acid metabolic process		
GTX0536PRED_006486	GTX0536_8:168836-171755	-	334	hypothetical protein													
GTX0536PRED_006486	GTX0536_8:168836-171397	-	249	hypothetical protein													
GTX0536PRED_006486	GTX0536_8:169168-171755	-	213	hypothetical protein													
GTX0536PRED_006487	GTX0536_8:172239-173028	+	200	hypothetical protein													
GTX0536PRED_006488	GTX0536_8:175969-176380	-	112	hypothetical protein													
GTX0536PRED_012844	GTX0536_8:178113-185774	+	806	hypothetical protein											GO:0004386 helicase activity; GO:0005524 ATP binding; GO:0003676 nucleic acid binding; GO:0006310 DNA recombination		
GTX0536PRED_012844	GTX0536_8:178113-183989	+	555	hypothetical protein											GO:0004386 helicase activity; GO:0005524 ATP binding; GO:0003676 nucleic acid binding; GO:0006310 DNA recombination		
GTX0536PRED_012844	GTX0536_8:178159-185774	+	812	hypothetical protein											GO:0004386 helicase activity; GO:0005524 ATP binding; GO:0003676 nucleic acid binding; GO:0006310 DNA recombination		
GTX0536PRED_012844	GTX0536_8:178159-183207	+	556	hypothetical protein											GO:0004386 helicase activity; GO:0005524 ATP binding; GO:0003676 nucleic acid binding; GO:0006310 DNA recombination		
GTX0536PRED_012844	GTX0536_8:178482-183989	+	511	hypothetical protein											GO:0004386 helicase activity; GO:0005524 ATP binding; GO:0003676 nucleic acid binding; GO:0006310 DNA recombination		
GTX0536PRED_012844	GTX0536_8:178482-183207	+	506	hypothetical protein											GO:0004386 helicase activity; GO:0005524 ATP binding; GO:0003676 nucleic acid binding; GO:0006310 DNA recombination		
GTX0536PRED_012844	GTX0536_8:178714-182267	+	394	hypothetical protein											GO:0004386 helicase activity; GO:0005524 ATP binding; GO:0003676 nucleic acid binding; GO:0006310 DNA recombination		
GTX0536PRED_006489	GTX0536_8:188885-189615	-	137	hypothetical protein													
GTX0536PRED_006490	GTX0536_8:190298-193757	-	493	hypothetical protein											GO:0008234 cysteine-type peptidase activity; GO:0006508 proteolysis		
GTX0536PRED_006491	GTX0536_8:194675-195588	-	185	hypothetical protein											GO:0043622 cortical microtubule organization		
GTX0536PRED_006491	GTX0536_8:194675-195465	-	212	hypothetical protein											GO:0043622 cortical microtubule organization		
GTX0536PRED_006492	GTX0536_8:196352-212871	-	1385	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006493	GTX0536_8:213434-223785	-	2391	hypothetical protein													
GTX0536PRED_006494	GTX0536_8:225674-227963	-	147	hypothetical protein													
GTX0536PRED_006495	GTX0536_8:230426-242257	-	1538	hypothetical protein											GO:0009190 cyclic nucleotide biosynthetic process; GO:0035556 intracellular signal transduction		
GTX0536PRED_006496	GTX0536_8:242655-254624	+	1438	hypothetical protein											GO:0005515 protein binding; GO:0009190 cyclic nucleotide biosynthetic process; GO:0035556 intracellular signal transduction		
GTX0536PRED_006496	GTX0536_8:242655-254080	+	1391	hypothetical protein											GO:0005515 protein binding; GO:0009190 cyclic nucleotide biosynthetic process; GO:0035556 intracellular signal transduction		
GTX0536PRED_006498	GTX0536_8:255563-258768	-	460	hypothetical protein													
GTX0536PRED_006499	GTX0536_8:265165-268176	-	289	hypothetical protein											GO:0017128 phospholipid scramblase activity; GO:0017121 plasma membrane phospholipid scrambling		
GTX0536PRED_006500	GTX0536_8:268994-271903	-	321	hypothetical protein											GO:0016021 membrane; GO:0004252 serine-type endopeptidase activity		
GTX0536PRED_006501	GTX0536_8:272296-278882	+	475	hypothetical protein											GO:0070569 uridylyltransferase activity		
GTX0536PRED_006502	GTX0536_8:280225-281633	-	253	hypothetical protein											GO:0004596 peptide alpha-N-acetyltransferase activity; GO:0008080 N-acetyltransferase activity; GO:0017196 N-terminal peptidyl-methionine acetylation		
GTX0536PRED_006503	GTX0536_8:282421-285156	-	276	hypothetical protein											GO:0003352 regulation of cilium movement		
GTX0536PRED_006504	GTX0536_8:289960-291119	+	185	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006505	GTX0536_8:293590-301711	+	750	hypothetical protein											GO:0031417 NatC complex; GO:0017196 N-terminal peptidyl-methionine acetylation		
GTX0536PRED_006506	GTX0536_8:302406-317066	+	1816	hypothetical protein													
GTX0536PRED_006507	GTX0536_8:317357-318386	-	342	hypothetical protein											GO:0051726 regulation of cell cycle		
GTX0536PRED_006508	GTX0536_8:318792-323221	+	531	hypothetical protein											GO:0005515 protein binding; GO:0006749 glutathione metabolic process		
GTX0536PRED_006509	GTX0536_8:324935-326001	+	248	hypothetical protein													
GTX0536PRED_006510	GTX0536_8:327309-334927	+	778	hypothetical protein											GO:0005737 cytoplasm; GO:0000166 nucleotide binding; GO:0005524 ATP binding; GO:0004829 threonine-tRNA ligase activity; GO:0004812 aminoacyl-tRNA ligase activity; GO:0006435 threonyl-tRNA aminoacylation; GO:0043039 tRNA aminoacylation; GO:0006418 tRNA aminoacylation for protein translation		
GTX0536PRED_006511	GTX0536_8:335662-338160	+	401	hypothetical protein													
GTX0536PRED_006511	GTX0536_8:335830-338160	+	380	hypothetical protein													
GTX0536PRED_006511	GTX0536_8:336659-338160	+	244	hypothetical protein													
GTX0536PRED_006512	GTX0536_8:339763-341175	-	104	hypothetical protein													
GTX0536PRED_006513	GTX0536_8:341510-341793	-	75	hypothetical protein													
GTX0536PRED_012845	GTX0536_8:342407-343219	+	243	hypothetical protein													
GTX0536PRED_012845	GTX0536_8:342472-343219	+	248	hypothetical protein													
GTX0536PRED_012846	GTX0536_8:346024-349310	-	845	hypothetical protein													
GTX0536PRED_012846	GTX0536_8:347322-348927	-	424	hypothetical protein													
GTX0536PRED_006514	GTX0536_8:350638-354790	-	447	hypothetical protein											GO:0003677 DNA binding; GO:0006351 DNA-templated transcription		
GTX0536PRED_006515	GTX0536_8:355205-356883	+	287	hypothetical protein													
GTX0536PRED_006516	GTX0536_8:358743-364498	-	936	hypothetical protein													
GTX0536PRED_006517	GTX0536_8:367936-368947	-	309	hypothetical protein													
GTX0536PRED_006518	GTX0536_8:372781-378852	+	826	hypothetical protein											GO:0019903 protein phosphatase binding; GO:0043666 regulation of phosphoprotein phosphatase activity		
GTX0536PRED_006519	GTX0536_8:381269-382407	-	259	hypothetical protein													
GTX0536PRED_006520	GTX0536_8:383119-385389	-	296	hypothetical protein													
GTX0536PRED_006521	GTX0536_8:385586-390571	+	594	hypothetical protein													
GTX0536PRED_006522	GTX0536_8:391890-392350	-	137	hypothetical protein													
GTX0536PRED_006523	GTX0536_8:392528-396565	+	392	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006524	GTX0536_8:397097-400660	-	587	Transmembrane 9 super member 1											GO:0016021 membrane		
GTX0536PRED_006525	GTX0536_8:401121-404633	+	385	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006526	GTX0536_8:406029-407530	+	288	hypothetical protein													
GTX0536PRED_012847	GTX0536_8:413418-424560	+	1291	hypothetical protein											GO:0005524 ATP binding; GO:0070615 ATP-dependent chromatin remodeler activity		
GTX0536PRED_006528	GTX0536_8:425122-432189	-	572	hypothetical protein											GO:0003723 RNA binding; GO:0016779 nucleotidyltransferase activity; GO:0006396 RNA processing		
GTX0536PRED_006529	GTX0536_8:428788-431142	+	517	hypothetical protein											GO:0004843 cysteine-type deubiquitinase activity; GO:0005515 protein binding; GO:0043161 proteasome-mediated ubiquitin-dependent protein catabolic process; GO:0016579 protein deubiquitination; GO:0006511 ubiquitin-dependent protein catabolic process		
GTX0536PRED_006531	GTX0536_8:432508-433516	+	226	hypothetical protein											GO:0000160 phosphorelay signal transduction system		
GTX0536PRED_006532	GTX0536_8:434553-444126	-	662	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006533	GTX0536_8:444579-449240	+	603	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
GTX0536PRED_006534	GTX0536_8:449471-450344	-	151	hypothetical protein											GO:0030126 COPI vesicle coat; GO:0006890 retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum		
GTX0536PRED_006535	GTX0536_8:450690-474660	+	3833	hypothetical protein											GO:0008080 N-acetyltransferase activity		
GTX0536PRED_006536	GTX0536_8:475067-476332	-	395	hypothetical protein											GO:0017057 6-phosphogluconolactonase activity; GO:0005975 carbohydrate metabolic process; GO:0006098 pentose-phosphate shunt		
GTX0536PRED_006537	GTX0536_8:476695-478993	+	262	hypothetical protein													
GTX0536PRED_006538	GTX0536_8:480081-485443	-	600	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006539	GTX0536_8:486662-488221	-	259	hypothetical protein													
GTX0536PRED_006540	GTX0536_8:488531-494477	-	813	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006541	GTX0536_8:495031-499542	-	551	hypothetical protein													
GTX0536PRED_006541	GTX0536_8:495031-499324	-	508	hypothetical protein													
GTX0536PRED_006542	GTX0536_8:501781-502612	+	212	hypothetical protein													
GTX0536PRED_006543	GTX0536_8:504504-509543	-	617	hypothetical protein											GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
GTX0536PRED_006544	GTX0536_8:510000-511027	+	219	Ras-related protein yptc6											GO:0003924 GTPase activity; GO:0005525 GTP binding		
GTX0536PRED_006545	GTX0536_8:513405-519054	-	694	hypothetical protein											GO:0031213 RSF complex; GO:0006355 regulation of DNA-templated transcription		
GTX0536PRED_006546	GTX0536_8:521830-525604	+	535	hypothetical protein											GO:0016021 membrane; GO:0016020 membrane; GO:0022857 transmembrane transporter activity; GO:0015145 monosaccharide transmembrane transporter activity; GO:0015749 monosaccharide transmembrane transport; GO:0055085 transmembrane transport		
GTX0536PRED_006547	GTX0536_8:526131-527229	+	201	hypothetical protein													
GTX0536PRED_006548	GTX0536_8:527624-529730	-	267	hypothetical protein											GO:0003676 nucleic acid binding		
GTX0536PRED_006548	GTX0536_8:527624-529679	-	250	hypothetical protein											GO:0003676 nucleic acid binding		
GTX0536PRED_006549	GTX0536_8:531037-535744	+	717	hypothetical protein											GO:0008080 N-acetyltransferase activity; GO:0004402 histone acetyltransferase activity; GO:0005515 protein binding		
GTX0536PRED_006550	GTX0536_8:536262-537576	-	195	hypothetical protein											GO:0009579 thylakoid		
GTX0536PRED_006550	GTX0536_8:536575-537576	-	165	hypothetical protein											GO:0009579 thylakoid		
GTX0536PRED_006551	GTX0536_8:538339-563608	-	2954	hypothetical protein											GO:0003677 DNA binding; GO:0005524 ATP binding; GO:0070615 ATP-dependent chromatin remodeler activity; GO:0016887 ATP hydrolysis activity		
GTX0536PRED_006552	GTX0536_8:564175-570347	+	960	hypothetical protein											GO:0003824 catalytic activity; GO:0005525 GTP binding		
GTX0536PRED_006553	GTX0536_8:571468-575279	+	479	hypothetical protein													
GTX0536PRED_006553	GTX0536_8:572316-575279	+	388	hypothetical protein													
GTX0536PRED_006555	GTX0536_8:578050-581458	+	777	hypothetical protein													
GTX0536PRED_006556	GTX0536_8:583628-592592	-	701	hypothetical protein											GO:0005507 copper ion binding; GO:0008131 primary amine oxidase activity; GO:0048038 quinone binding; GO:0009308 amine metabolic process		
GTX0536PRED_006557	GTX0536_8:593113-598404	+	621	hypothetical protein											GO:0016779 nucleotidyltransferase activity		
GTX0536PRED_006558	GTX0536_8:603620-604421	+	183	hypothetical protein													
GTX0536PRED_006559	GTX0536_8:604475-606745	-	541	hypothetical protein													
GTX0536PRED_006560	GTX0536_8:606491-608476	+	239	hypothetical protein													
GTX0536PRED_006561	GTX0536_8:616616-623537	+	673	hypothetical protein											GO:0043565 sequence-specific DNA binding; GO:0008270 zinc ion binding; GO:0006355 regulation of DNA-templated transcription		
GTX0536PRED_006562	GTX0536_8:623667-624021	+	117	hypothetical protein													
GTX0536PRED_006563	GTX0536_8:624365-627797	-	549	hypothetical protein											GO:0005965 protein farnesyltransferase complex; GO:0008318 protein prenyltransferase activity; GO:0003824 catalytic activity; GO:0018343 protein farnesylation		
GTX0536PRED_006563	GTX0536_8:624365-627154	-	368	hypothetical protein											GO:0005965 protein farnesyltransferase complex; GO:0008318 protein prenyltransferase activity; GO:0003824 catalytic activity; GO:0018343 protein farnesylation		
GTX0536PRED_006564	GTX0536_8:629589-633613	+	727	hypothetical protein													
GTX0536PRED_006565	GTX0536_8:635363-646841	-	1256	hypothetical protein											GO:0003676 nucleic acid binding		
GTX0536PRED_006566	GTX0536_8:642732-643965	+	293	hypothetical protein													
GTX0536PRED_006568	GTX0536_8:647482-663816	+	1602	hypothetical protein											GO:0005524 ATP binding; GO:0016887 ATP hydrolysis activity; GO:0005515 protein binding		
GTX0536PRED_006568	GTX0536_8:647482-662800	+	1504	hypothetical protein											GO:0005524 ATP binding; GO:0016887 ATP hydrolysis activity; GO:0005515 protein binding		
GTX0536PRED_006569	GTX0536_8:665248-667525	-	477	hypothetical protein											GO:1990904 ribonucleoprotein complex; GO:0003723 RNA binding; GO:0003676 nucleic acid binding		
GTX0536PRED_006570	GTX0536_8:667987-670500	+	378	hypothetical protein											GO:0005525 GTP binding		
GTX0536PRED_006571	GTX0536_8:671133-678263	-	522	hypothetical protein													
GTX0536PRED_006572	GTX0536_8:678914-692765	+	1125	hypothetical protein											GO:1990745 EARP complex; GO:0032456 endocytic recycling; GO:0042147 retrograde transport, endosome to Golgi		
GTX0536PRED_006573	GTX0536_8:693524-694688	+	172	hypothetical protein													
GTX0536PRED_006574	GTX0536_8:695233-696400	+	282	hypothetical protein											GO:0005384 manganese ion transmembrane transporter activity; GO:0030026 intracellular manganese ion homeostasis		
GTX0536PRED_006575	GTX0536_8:696856-700496	-	343	Subunit of heteropentameric Replication factor C (RF-C)											GO:0003677 DNA binding; GO:0005524 ATP binding; GO:0016887 ATP hydrolysis activity; GO:0006260 DNA replication		
GTX0536PRED_006576	GTX0536_8:700970-703599	-	324	hypothetical protein											GO:0003824 catalytic activity		
GTX0536PRED_006577	GTX0536_8:704025-707852	+	1129	hypothetical protein													
GTX0536PRED_006578	GTX0536_8:709900-715704	-	811	hypothetical protein													
GTX0536PRED_006579	GTX0536_8:716090-720692	-	603	hypothetical protein													
GTX0536PRED_006580	GTX0536_8:723934-738433	-	1182	hypothetical protein											GO:0005509 calcium ion binding; GO:0005524 ATP binding; GO:0140359 ABC-type transporter activity		
GTX0536PRED_006581	GTX0536_8:738945-743491	+	582	hypothetical protein													
GTX0536PRED_006582	GTX0536_8:743866-746189	-	309	hypothetical protein											GO:0019135 deoxyhypusine monooxygenase activity; GO:0008612 peptidyl-lysine modification to peptidyl-hypusine		
GTX0536PRED_006583	GTX0536_8:747617-749430	+	308	hypothetical protein													
GTX0536PRED_006584	GTX0536_8:750153-751709	-	357	hypothetical protein													
GTX0536PRED_006585	GTX0536_8:752069-755802	+	332	hypothetical protein													
GTX0536PRED_006586	GTX0536_8:756730-762180	-	518	hypothetical protein											GO:0005524 ATP binding; GO:0009041 UMP/dUMP kinase activity; GO:0004127 cytidylate kinase activity; GO:0019205 nucleobase-containing compound kinase activity; GO:0006221 pyrimidine nucleotide biosynthetic process; GO:0006207 'de novo' pyrimidine nucleobase biosynthetic process; GO:0006139 nucleobase-containing compound metabolic process		
GTX0536PRED_006587	GTX0536_8:762710-767504	+	492	hypothetical protein											GO:0015031 protein transport		
GTX0536PRED_006588	GTX0536_8:768413-769216	-	163	hypothetical protein											GO:0016021 membrane		
GTX0536PRED_006589	GTX0536_8:778543-782009	+	428	hypothetical protein											GO:0051536 iron-sulfur cluster binding; GO:0003824 catalytic activity		
GTX0536PRED_006590	GTX0536_8:783092-784162	-	244	hypothetical protein													
GTX0536PRED_006591	GTX0536_8:785354-787579	-	449	hypothetical protein													
GTX0536PRED_006592	GTX0536_8:787827-788145	+	105	hypothetical protein													
GTX0536PRED_006593	GTX0536_8:791348-794695	+	585	hypothetical protein													
GTX0536PRED_006594	GTX0536_8:796961-806346	-	1009	hypothetical protein													
GTX0536PRED_006595	GTX0536_8:806982-808069	-	258	hypothetical protein											GO:0071339 MLL1 complex; GO:0031011 Ino80 complex; GO:0002151 G-quadruplex RNA binding; GO:0005515 protein binding		
GTX0536PRED_006596	GTX0536_8:808333-811189	+	661	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006596	GTX0536_8:808642-811189	+	607	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006597	GTX0536_8:811651-829318	-	2294	hypothetical protein											GO:0006355 regulation of DNA-templated transcription		
GTX0536PRED_006598	GTX0536_8:829743-834438	+	526	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0005509 calcium ion binding; GO:0006468 protein phosphorylation		
GTX0536PRED_006598	GTX0536_8:829743-833813	+	436	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0005509 calcium ion binding; GO:0006468 protein phosphorylation		
GTX0536PRED_006599	GTX0536_8:835113-837789	-	340	hypothetical protein													
GTX0536PRED_006600	GTX0536_8:838838-840207	+	254	hypothetical protein													
GTX0536PRED_006601	GTX0536_8:841156-845431	-	548	hypothetical protein											GO:0046872 metal ion binding		
GTX0536PRED_006602	GTX0536_8:846521-849309	-	374	hypothetical protein											GO:0000786 nucleosome; GO:0003677 DNA binding; GO:0046982 protein heterodimerization activity		
GTX0536PRED_006603	GTX0536_8:849575-851081	+	344	hypothetical protein													
GTX0536PRED_006604	GTX0536_8:851958-855126	+	463	GTP 3',8-cyclase, mitochondrial											GO:0019008 molybdopterin synthase complex; GO:0051536 iron-sulfur cluster binding; GO:0003824 catalytic activity; GO:0051539 4 iron, 4 sulfur cluster binding; GO:0046872 metal ion binding; GO:0006777 Mo-molybdopterin cofactor biosynthetic process		
GTX0536PRED_006605	GTX0536_8:855737-856578	-	162	hypothetical protein													
GTX0536PRED_006606	GTX0536_8:858473-859616	-	173	hypothetical protein													
GTX0536PRED_006607	GTX0536_8:860063-869633	+	972	hypothetical protein											GO:0006811 monoatomic ion transport		
GTX0536PRED_006607	GTX0536_8:861520-869633	+	679	hypothetical protein											GO:0006811 monoatomic ion transport		
GTX0536PRED_006608	GTX0536_8:870608-873321	+	522	hypothetical protein													
GTX0536PRED_006609	GTX0536_8:873785-874865	-	359	hypothetical protein													
GTX0536PRED_006610	GTX0536_8:875198-881953	+	438	hypothetical protein											GO:0003676 nucleic acid binding		
GTX0536PRED_006611	GTX0536_8:885704-888585	+	193	hypothetical protein													
GTX0536PRED_006612	GTX0536_8:890035-892220	-	279	ATP-dependent Clp protease proteolytic subunit 5											GO:0004176 ATP-dependent peptidase activity; GO:0004252 serine-type endopeptidase activity; GO:0006508 proteolysis		
GTX0536PRED_006613	GTX0536_8:892963-895732	+	305	hypothetical protein													
GTX0536PRED_006614	GTX0536_8:897254-900368	-	671	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006614	GTX0536_8:897254-900302	-	649	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006615	GTX0536_8:900939-904383	+	254	hypothetical protein													
GTX0536PRED_006616	GTX0536_8:904559-904910	+	116	hypothetical protein													
GTX0536PRED_006617	GTX0536_8:905506-913894	-	1594	hypothetical protein											GO:0005576 extracellular region; GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0030248 cellulose binding; GO:0016985 mannan endo-1,4-beta-mannosidase activity; GO:0006080 substituted mannan metabolic process; GO:0005975 carbohydrate metabolic process		
GTX0536PRED_006618	GTX0536_8:914720-919024	-	1036	hypothetical protein													
GTX0536PRED_006619	GTX0536_8:920146-921416	+	190	hypothetical protein													
GTX0536PRED_006620	GTX0536_8:923222-923840	+	205	hypothetical protein													
GTX0536PRED_006621	GTX0536_8:924334-925598	-	217	hypothetical protein													
GTX0536PRED_006622	GTX0536_8:927864-928170	-	101	hypothetical protein													
GTX0536PRED_012848	GTX0536_8:928821-930370	-	469	hypothetical protein													
GTX0536PRED_006623	GTX0536_8:931815-935793	+	424	hypothetical protein													
GTX0536PRED_006624	GTX0536_8:935813-937711	+	335	hypothetical protein													
GTX0536PRED_006625	GTX0536_8:937950-941457	+	605	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006626	GTX0536_8:943422-944064	-	213	hypothetical protein													
GTX0536PRED_006627	GTX0536_8:944414-947235	+	322	hypothetical protein													
GTX0536PRED_006628	GTX0536_8:947781-949061	-	219	Nuclear cap-binding protein subunit 2											GO:0005846 nuclear cap binding complex; GO:0003676 nucleic acid binding; GO:0000339 RNA cap binding; GO:0045292 mRNA cis splicing, via spliceosome		
GTX0536PRED_006629	GTX0536_8:949756-956102	+	567	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_006630	GTX0536_8:956552-959854	-	321	26S proteasome non-ATPase regulatory subunit 7 A											GO:0005838 proteasome regulatory particle; GO:0008237 metallopeptidase activity; GO:0070122; GO:0005515 protein binding		
GTX0536PRED_006631	GTX0536_8:960200-961535	+	234	hypothetical protein											GO:0009555 pollen development		
GTX0536PRED_006632	GTX0536_8:962137-963230	-	203	hypothetical protein													
GTX0536PRED_006633	GTX0536_8:963544-964863	+	204	60S ribosomal protein L15-1											GO:0005840 ribosome; GO:0003735 structural constituent of ribosome; GO:0006412 translation		
GTX0536PRED_006634	GTX0536_8:968371-972471	+	435	hypothetical protein											GO:0005737 cytoplasm; GO:0005524 ATP binding; GO:0000166 nucleotide binding; GO:0004826 phenylalanine-tRNA ligase activity; GO:0000049 tRNA binding; GO:0004812 aminoacyl-tRNA ligase activity; GO:0043039 tRNA aminoacylation; GO:0006432 phenylalanyl-tRNA aminoacylation		
GTX0536PRED_006635	GTX0536_8:972971-975281	+	348	hypothetical protein											GO:0004001 adenosine kinase activity; GO:0016773 phosphotransferase activity, alcohol group as acceptor; GO:0006166 purine ribonucleoside salvage		
GTX0536PRED_006636	GTX0536_8:975971-978840	+	411	hypothetical protein											GO:0003684 damaged DNA binding; GO:0005515 protein binding; GO:0006289 nucleotide-excision repair; GO:0043161 proteasome-mediated ubiquitin-dependent protein catabolic process		
GTX0536PRED_006637	GTX0536_8:980558-981266	-	216	hypothetical protein													
GTX0536PRED_012849	GTX0536_8:981466-982577	+	147	60S ribosomal protein L26A											GO:0005840 ribosome; GO:0015934 large ribosomal subunit; GO:0003735 structural constituent of ribosome; GO:0003723 RNA binding; GO:0006412 translation		
GTX0536PRED_006638	GTX0536_8:983646-987303	+	483	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0006629 lipid metabolic process		
GTX0536PRED_006639	GTX0536_8:987716-990902	-	517	hypothetical protein											GO:0043087 regulation of GTPase activity		
GTX0536PRED_006640	GTX0536_8:991352-994961	-	667	hypothetical protein											GO:0003676 nucleic acid binding		
GTX0536PRED_006641	GTX0536_8:999220-1001185	-	352	hypothetical protein													
GTX0536PRED_006641	GTX0536_8:999641-1001185	-	374	hypothetical protein													
GTX0536PRED_006642	GTX0536_8:1005860-1007161	-	213	hypothetical protein											GO:0004733 pyridoxamine-phosphate oxidase activity; GO:0010181 FMN binding; GO:0008615 pyridoxine biosynthetic process		
GTX0536PRED_006643	GTX0536_8:1007734-1011504	-	469	hypothetical protein													
GTX0536PRED_006644	GTX0536_8:1011920-1012791	+	172	hypothetical protein													
GTX0536PRED_006645	GTX0536_8:1013396-1018614	-	781	hypothetical protein													
GTX0536PRED_006646	GTX0536_8:1028762-1030090	+	275	hypothetical protein													
GTX0536PRED_006647	GTX0536_8:1030782-1033885	-	485	hypothetical protein													
GTX0536PRED_006648	GTX0536_8:1034219-1036054	+	312	hypothetical protein											GO:0070628 proteasome binding; GO:0004866 endopeptidase inhibitor activity; GO:0043161 proteasome-mediated ubiquitin-dependent protein catabolic process		
