GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
SL003_005834	scaffold_10:264905-266813	+	228	hypothetical protein													
SL003_005835	scaffold_10:267737-270422	+	433	hypothetical protein											GO:0003824 catalytic activity		
SL003_005836	scaffold_10:271214-277262	+	567	hypothetical protein											GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0005975 carbohydrate metabolic process		
SL003_005837	scaffold_10:278099-284492	-	765	hypothetical protein											GO:0016791 phosphatase activity; GO:0043169 cation binding		
SL003_005838	scaffold_10:286178-288754	-	313	hypothetical protein											GO:0016021 membrane; GO:0016757 glycosyltransferase activity		
SL003_005839	scaffold_10:294564-305945	-	1155	hypothetical protein											GO:0050660 flavin adenine dinucleotide binding; GO:0016627 oxidoreductase activity, acting on the CH-CH group of donors		
SL003_005840	scaffold_10:308097-308674	+	110	hypothetical protein											GO:0000398 mRNA splicing, via spliceosome		
SL003_005841	scaffold_10:309719-328610	-	1768	hypothetical protein											GO:0006629 lipid metabolic process		
SL003_005842	scaffold_10:329130-337208	-	983	hypothetical protein											GO:0005515 protein binding		
SL003_005843	scaffold_10:338292-342473	+	605	hypothetical protein													
SL003_005844	scaffold_10:343534-350995	-	757	hypothetical protein													
SL003_005845	scaffold_10:352750-359339	+	580	hypothetical protein											GO:0005515 protein binding		
SL003_005846	scaffold_10:359934-364398	-	564	hypothetical protein											GO:0005525 GTP binding		
SL003_005847	scaffold_10:364776-369919	+	649	Protein kinase C-like 1											GO:0004611 phosphoenolpyruvate carboxykinase activity; GO:0017076 purine nucleotide binding; GO:0004612 phosphoenolpyruvate carboxykinase (ATP) activity; GO:0005524 ATP binding; GO:0006094 gluconeogenesis		
SL003_005848	scaffold_10:370415-371842	-	201	hypothetical protein											GO:0019898 extrinsic component of membrane; GO:0009654 photosystem II oxygen evolving complex; GO:0009523 photosystem II; GO:0005509 calcium ion binding; GO:0015979 photosynthesis		
SL003_005849	scaffold_10:374224-384626	-	1233	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_005850	scaffold_10:388831-391532	+	409	26S proteasome regulatory subunit 7											GO:0005737 cytoplasm; GO:0005524 ATP binding; GO:0016887 ATP hydrolysis activity; GO:0036402 proteasome-activating activity; GO:0030163 protein catabolic process		
SL003_005851	scaffold_10:391715-393741	-	283	hypothetical protein											GO:0005515 protein binding		
SL003_005852	scaffold_10:395276-396651	+	219	hypothetical protein											GO:0016020 membrane; GO:0030176; GO:0004222 metalloendopeptidase activity; GO:0071586 CAAX-box protein processing		
SL003_005853	scaffold_10:397662-401775	-	595	hypothetical protein											GO:0003743 translation initiation factor activity; GO:0001731 formation of translation preinitiation complex; GO:0006413 translational initiation		
SL003_005854	scaffold_10:402158-404126	+	220	hypothetical protein											GO:0008897 holo-[acyl-carrier-protein] synthase activity; GO:0000287 magnesium ion binding		
SL003_005855	scaffold_10:404366-406417	-	299	hypothetical protein											GO:0006282 regulation of DNA repair		
SL003_005856	scaffold_10:408866-411526	+	402	hypothetical protein											GO:0005515 protein binding		
SL003_005857	scaffold_10:412017-413711	-	198	hypothetical protein											GO:0009982 pseudouridine synthase activity; GO:0003723 RNA binding; GO:0009451 RNA modification; GO:0001522 pseudouridine synthesis		
SL003_005858	scaffold_10:414542-416647	-	234	hypothetical protein											GO:0009982 pseudouridine synthase activity; GO:0003723 RNA binding; GO:0009451 RNA modification; GO:0001522 pseudouridine synthesis		
SL003_005859	scaffold_10:422969-429651	+	1098	hypothetical protein													
SL003_005860	scaffold_10:432034-440712	-	773	hypothetical protein											GO:0005634 nucleus; GO:0030870 Mre11 complex; GO:0030145 manganese ion binding; GO:0004520 DNA endonuclease activity; GO:0016787 hydrolase activity; GO:0008296 3'-5'-DNA exonuclease activity; GO:0004519 endonuclease activity; GO:0006302 double-strand break repair		
SL003_005861	scaffold_10:441931-449817	+	881	hypothetical protein											GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
SL003_005862	scaffold_10:449971-450453	+	79	hypothetical protein													
SL003_005863	scaffold_10:451836-457314	+	690	hypothetical protein											GO:0005515 protein binding		
SL003_005864	scaffold_10:458684-459569	+	169	hypothetical protein													
SL003_005865	scaffold_10:461020-472817	+	1494	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0005515 protein binding		
SL003_005866	scaffold_10:472835-475965	-	469	hypothetical protein													
SL003_005867	scaffold_10:480102-483043	-	195	hypothetical protein													
SL003_005868	scaffold_10:484107-505802	-	1205	hypothetical protein											GO:0003676 nucleic acid binding; GO:0005524 ATP binding		
SL003_005869	scaffold_10:507805-525772	-	1089	hypothetical protein											GO:0003676 nucleic acid binding; GO:0005524 ATP binding		
SL003_005870	scaffold_10:528854-530824	-	280	hypothetical protein											GO:0003824 catalytic activity		
SL003_005871	scaffold_10:531433-537465	+	505	hypothetical protein													
SL003_005872	scaffold_10:539669-545817	+	547	hypothetical protein											GO:0005525 GTP binding		
SL003_005873	scaffold_10:547089-550359	+	460	hypothetical protein											GO:0016021 membrane; GO:0005737 cytoplasm; GO:0051536 iron-sulfur cluster binding; GO:0004109 coproporphyrinogen oxidase activity; GO:0051539 4 iron, 4 sulfur cluster binding; GO:0004252 serine-type endopeptidase activity; GO:0003824 catalytic activity; GO:0006779 porphyrin-containing compound biosynthetic process		
SL003_005874	scaffold_10:552746-558735	+	628	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_005875	scaffold_10:559642-563384	-	354	hypothetical protein											GO:0008168 methyltransferase activity; GO:0008276 protein methyltransferase activity; GO:0003676 nucleic acid binding; GO:0006479 protein methylation; GO:0032259 methylation		
SL003_005876	scaffold_10:564103-566550	+	371	hypothetical protein													
SL003_005877	scaffold_10:567568-569834	+	274	hypothetical protein											GO:0003824 catalytic activity; GO:0016829 lyase activity		
SL003_005878	scaffold_10:572295-573899	-	155	hypothetical protein													
SL003_005879	scaffold_10:574233-575804	+	359	hypothetical protein													
SL003_005880	scaffold_10:576911-578287	+	278	hypothetical protein													
SL003_005881	scaffold_10:581725-582605	-	246	hypothetical protein													
SL003_005882	scaffold_10:582843-605961	+	2823	hypothetical protein											GO:0016021 membrane; GO:0006486 protein glycosylation		
SL003_005883	scaffold_10:606245-607421	-	250	hypothetical protein													
SL003_005884	scaffold_10:608015-611383	+	302	hypothetical protein													
SL003_005885	scaffold_10:612114-617156	-	547	hypothetical protein											GO:0004252 serine-type endopeptidase activity; GO:0008236 serine-type peptidase activity; GO:0006508 proteolysis		
SL003_005886	scaffold_10:617534-624694	+	761	hypothetical protein													
SL003_005887	scaffold_10:625844-627212	+	292	hypothetical protein													
SL003_005888	scaffold_10:628100-634557	-	933	hypothetical protein													
SL003_005889	scaffold_10:635129-636272	+	380	hypothetical protein													
SL003_005890	scaffold_10:637983-642419	-	494	hypothetical protein													
SL003_005891	scaffold_10:643233-646558	-	298	hypothetical protein											GO:0016020 membrane; GO:0005216 monoatomic ion channel activity; GO:0006811 monoatomic ion transport; GO:0055085 transmembrane transport		
SL003_005892	scaffold_10:647865-650739	-	238	hypothetical protein											GO:0008168 methyltransferase activity		
SL003_005893	scaffold_10:651254-653012	-	331	hypothetical protein											GO:0003723 RNA binding		
SL003_005894	scaffold_10:654806-655261	+	80	hypothetical protein													
SL003_005895	scaffold_10:656230-666397	-	929	hypothetical protein											GO:0000055 ribosomal large subunit export from nucleus; GO:0042273 ribosomal large subunit biogenesis; GO:0030036 actin cytoskeleton organization		
SL003_005896	scaffold_10:667474-673491	+	504	hypothetical protein											GO:0005737 cytoplasm; GO:0000166 nucleotide binding; GO:0004817 cysteine-tRNA ligase activity; GO:0004812 aminoacyl-tRNA ligase activity; GO:0005524 ATP binding; GO:0006423 cysteinyl-tRNA aminoacylation; GO:0006418 tRNA aminoacylation for protein translation		
SL003_005897	scaffold_10:674310-683419	-	822	hypothetical protein											GO:0044237 cellular metabolic process		
SL003_005898	scaffold_10:684879-691120	+	576	hypothetical protein											GO:0003677 DNA binding		
SL003_005899	scaffold_10:692247-693031	+	161	hypothetical protein											GO:0003743 translation initiation factor activity; GO:0003723 RNA binding; GO:0006413 translational initiation		
SL003_005900	scaffold_10:694460-697506	-	359	hypothetical protein													
SL003_005901	scaffold_10:698732-702312	-	393	hypothetical protein													
SL003_005902	scaffold_10:703887-709805	+	787	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_005903	scaffold_10:710313-733938	-	2002	hypothetical protein											GO:0019898 extrinsic component of membrane; GO:0009654 photosystem II oxygen evolving complex; GO:0009523 photosystem II; GO:0003980 UDP-glucose:glycoprotein glucosyltransferase activity; GO:0005509 calcium ion binding; GO:0015979 photosynthesis; GO:0006486 protein glycosylation		
SL003_005904	scaffold_10:735000-738519	-	359	hypothetical protein											GO:0050832 defense response to fungus		
SL003_005905	scaffold_10:740228-747141	+	861	hypothetical protein											GO:0003724 RNA helicase activity; GO:0003676 nucleic acid binding; GO:0005524 ATP binding		
SL003_005906	scaffold_10:748787-761727	-	951	hypothetical protein											GO:0003910 DNA ligase (ATP) activity; GO:0003677 DNA binding; GO:0003909 DNA ligase activity; GO:0005524 ATP binding; GO:0006310 DNA recombination; GO:0071897 DNA biosynthetic process; GO:0006281 DNA repair		
SL003_005907	scaffold_10:763106-765901	+	295	HIR complex subunit													
SL003_005908	scaffold_10:767031-769731	-	220	hypothetical protein													
SL003_005909	scaffold_10:771174-774626	+	418	hypothetical protein											GO:0016021 membrane; GO:0004222 metalloendopeptidase activity; GO:0005515 protein binding; GO:0006508 proteolysis		
SL003_005910	scaffold_10:775888-781047	-	582	hypothetical protein											GO:0003724 RNA helicase activity; GO:0003676 nucleic acid binding; GO:0005524 ATP binding		
SL003_005911	scaffold_10:781368-789366	+	844	hypothetical protein													
SL003_005912	scaffold_10:789805-792343	+	735	hypothetical protein													
SL003_005913	scaffold_10:793260-796442	-	490	hypothetical protein											GO:0004013 adenosylhomocysteinase activity		
SL003_005914	scaffold_10:800269-800575	-	101	hypothetical protein													
SL003_005915	scaffold_10:802414-805605	-	461	hypothetical protein													
SL003_005916	scaffold_10:808471-812113	-	312	hypothetical protein													
SL003_005917	scaffold_10:817869-835596	-	1252	hypothetical protein											GO:0005737 cytoplasm; GO:0004832 valine-tRNA ligase activity; GO:0005524 ATP binding; GO:0000166 nucleotide binding; GO:0002161 aminoacyl-tRNA editing activity; GO:0004812 aminoacyl-tRNA ligase activity; GO:0006438 valyl-tRNA aminoacylation; GO:0006418 tRNA aminoacylation for protein translation		
SL003_005918	scaffold_10:836656-836968	-	87	hypothetical protein													
SL003_005919	scaffold_10:837154-838240	-	361	hypothetical protein													
SL003_005920	scaffold_10:839707-846328	-	634	hypothetical protein											GO:0005515 protein binding		
SL003_005921	scaffold_10:846982-848324	+	259	hypothetical protein											GO:0016491 oxidoreductase activity		
SL003_005922	scaffold_10:849434-852840	+	1062	hypothetical protein													
SL003_005923	scaffold_10:854256-857541	+	366	hypothetical protein											GO:0005730 nucleolus; GO:0003824 catalytic activity; GO:0042254 ribosome biogenesis; GO:0006396 RNA processing		
SL003_005924	scaffold_10:858684-872887	-	1314	hypothetical protein											GO:0005515 protein binding; GO:0005524 ATP binding; GO:0003676 nucleic acid binding; GO:0004386 helicase activity		
SL003_005925	scaffold_10:875241-890664	-	1410	hypothetical protein											GO:0003677 DNA binding; GO:0003899 DNA-directed 5'-3' RNA polymerase activity; GO:0006351 DNA-templated transcription		
SL003_005926	scaffold_10:890929-894993	+	637	hypothetical protein											GO:0004252 serine-type endopeptidase activity; GO:0008236 serine-type peptidase activity; GO:0006508 proteolysis		
SL003_005927	scaffold_10:896021-897750	-	409	hypothetical protein											GO:0005634 nucleus; GO:0051726 regulation of cell cycle; GO:0006357 regulation of transcription by RNA polymerase II		
SL003_005928	scaffold_10:898163-899859	-	423	hypothetical protein											GO:0005515 protein binding		
SL003_005929	scaffold_10:900627-901978	+	269	hypothetical protein											GO:0004106 chorismate mutase activity; GO:0046417 chorismate metabolic process; GO:0009073 aromatic amino acid family biosynthetic process		
SL003_005930	scaffold_10:904833-906237	+	196	hypothetical protein													
SL003_005931	scaffold_10:911973-916181	+	624	hypothetical protein													
SL003_005932	scaffold_10:917066-921675	+	526	hypothetical protein											GO:0008622 epsilon DNA polymerase complex; GO:0003677 DNA binding; GO:0006261 DNA-templated DNA replication; GO:0006260 DNA replication		
SL003_005933	scaffold_10:922714-931144	-	919	hypothetical protein											GO:0005643 nuclear pore; GO:0017056 structural constituent of nuclear pore		
SL003_005934	scaffold_10:934230-943729	+	1056	hypothetical protein													
SL003_005936	scaffold_10:955025-958248	-	542	hypothetical protein													
SL003_005937	scaffold_10:959870-981763	-	2076	hypothetical protein											GO:0005634 nucleus; GO:0008270 zinc ion binding; GO:0003676 nucleic acid binding		
SL003_005938	scaffold_10:982494-987421	+	635	hypothetical protein											GO:0016020 membrane; GO:0016192 vesicle-mediated transport		
SL003_005939	scaffold_10:989699-992062	-	407	hypothetical protein													
SL003_005940	scaffold_10:992610-997837	-	940	hypothetical protein											GO:0005634 nucleus; GO:0042555 MCM complex; GO:0003678 DNA helicase activity; GO:0003677 DNA binding; GO:0005524 ATP binding; GO:0006260 DNA replication; GO:0006270 DNA replication initiation; GO:0032508 DNA duplex unwinding		
SL003_005941	scaffold_10:997874-998574	+	182	hypothetical protein											GO:0003723 RNA binding; GO:0019843 rRNA binding		
SL003_005942	scaffold_10:999691-1002320	+	575	hypothetical protein													
SL003_005943	scaffold_10:1004806-1006179	+	267	hypothetical protein													
SL003_005944	scaffold_10:1007118-1008071	-	215	hypothetical protein											GO:0045263 proton-transporting ATP synthase complex, coupling factor F(o); GO:0015078 proton transmembrane transporter activity; GO:0015986 proton motive force-driven ATP synthesis		
SL003_005945	scaffold_10:1008524-1015418	+	933	hypothetical protein											GO:0008168 methyltransferase activity; GO:0003723 RNA binding; GO:0016428 tRNA (cytosine-5-)-methyltransferase activity; GO:0001510 RNA methylation		
SL003_005946	scaffold_10:1018660-1020687	-	452	hypothetical protein											GO:0008299 isoprenoid biosynthetic process		
SL003_005947	scaffold_10:1023047-1029363	-	775	hypothetical protein											GO:0000062 fatty-acyl-CoA binding; GO:0005515 protein binding		
SL003_005948	scaffold_10:1030676-1031254	+	106	hypothetical protein													
SL003_005949	scaffold_10:1032550-1038210	-	722	hypothetical protein											GO:0004674 protein serine/threonine kinase activity; GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_005950	scaffold_10:1038887-1042117	-	492	hypothetical protein											GO:0003676 nucleic acid binding		
SL003_005951	scaffold_10:1044091-1044896	+	112	hypothetical protein													
SL003_005952	scaffold_10:1045551-1050997	+	740	hypothetical protein													
SL003_005953	scaffold_10:1051986-1052818	+	151	hypothetical protein											GO:0005509 calcium ion binding; GO:0019722 calcium-mediated signaling		
SL003_005954	scaffold_10:1053343-1063258	-	1160	hypothetical protein											GO:0003714 transcription corepressor activity; GO:0006355 regulation of DNA-templated transcription		
SL003_005955	scaffold_10:1063861-1071598	+	777	hypothetical protein											GO:0030127 COPII vesicle coat; GO:0008270 zinc ion binding; GO:0006886 intracellular protein transport; GO:0006888 endoplasmic reticulum to Golgi vesicle-mediated transport		
SL003_005956	scaffold_10:1072736-1074716	-	302	hypothetical protein													
SL003_005957	scaffold_10:1075436-1076551	+	147	hypothetical protein													
SL003_005958	scaffold_10:1077786-1080087	-	358	hypothetical protein													
SL003_005959	scaffold_10:1080430-1081252	+	187	hypothetical protein													
SL003_005960	scaffold_10:1081663-1084376	-	420	hypothetical protein											GO:0018095 protein polyglutamylation; GO:0006464 protein modification process		
SL003_005961	scaffold_10:1087906-1090983	+	545	hypothetical protein											GO:0016021 membrane; GO:0004252 serine-type endopeptidase activity; GO:0006508 proteolysis		
SL003_005962	scaffold_10:1091531-1093322	-	316	hypothetical protein											GO:0008168 methyltransferase activity		
SL003_005963	scaffold_10:1094560-1096346	-	233	hypothetical protein													
SL003_005964	scaffold_10:1100672-1103213	-	453	hypothetical protein											GO:0005515 protein binding		
SL003_005965	scaffold_10:1105217-1106663	+	297	hypothetical protein													
SL003_005966	scaffold_10:1111965-1112595	+	209	hypothetical protein													
SL003_005967	scaffold_10:1119204-1127683	-	725	hypothetical protein											GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
SL003_005968	scaffold_10:1128618-1130138	+	145	hypothetical protein											GO:0003755 peptidyl-prolyl cis-trans isomerase activity; GO:0061077 chaperone-mediated protein folding; GO:0000413 protein peptidyl-prolyl isomerization		
SL003_005969	scaffold_10:1131386-1133235	-	448	hypothetical protein													
SL003_005970	scaffold_10:1138387-1140127	-	498	hypothetical protein											GO:0005515 protein binding		
SL003_005971	scaffold_10:1140706-1148794	-	1301	hypothetical protein													
SL003_005972	scaffold_10:1149752-1151711	-	284	hypothetical protein											GO:0008962 phosphatidylglycerophosphatase activity		
SL003_005973	scaffold_10:1157018-1157289	+	56	hypothetical protein													
SL003_005974	scaffold_10:1158204-1159425	+	188	hypothetical protein											GO:0004045 aminoacyl-tRNA hydrolase activity; GO:0005515 protein binding		
SL003_005975	scaffold_10:1164122-1166200	-	242	hypothetical protein											GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups		
SL003_005976	scaffold_10:1167065-1168368	+	187	Vacuolar protein sorting-associated protein 29											GO:0030904 retromer complex; GO:0042147 retrograde transport, endosome to Golgi		
SL003_005977	scaffold_10:1170477-1174322	-	418	hypothetical protein											GO:0070006 metalloaminopeptidase activity; GO:0006508 proteolysis		
SL003_005978	scaffold_10:1174581-1185182	+	928	hypothetical protein											GO:0016192 vesicle-mediated transport; GO:0006886 intracellular protein transport		
SL003_005979	scaffold_10:1186058-1201063	-	1435	hypothetical protein											GO:0004642 phosphoribosylformylglycinamidine synthase activity; GO:0006189 'de novo' IMP biosynthetic process		
SL003_005980	scaffold_10:1201388-1202484	+	278	hypothetical protein											GO:0070652 HAUS complex; GO:0051225 spindle assembly		
SL003_005981	scaffold_10:1202789-1211790	-	1210	hypothetical protein													
SL003_005982	scaffold_10:1212118-1215212	-	381	hypothetical protein											GO:0008236 serine-type peptidase activity; GO:0005515 protein binding; GO:0006508 proteolysis		
SL003_005983	scaffold_10:1216292-1217116	-	226	hypothetical protein											GO:0016787 hydrolase activity		
SL003_005984	scaffold_10:1217560-1220688	+	343	hypothetical protein											GO:0046872 metal ion binding; GO:0016787 hydrolase activity; GO:0003676 nucleic acid binding		
SL003_005985	scaffold_10:1221111-1223737	-	336	hypothetical protein													
SL003_005986	scaffold_10:1224539-1225701	+	134	hypothetical protein											GO:0019898 extrinsic component of membrane; GO:0009654 photosystem II oxygen evolving complex; GO:0009523 photosystem II; GO:0005509 calcium ion binding; GO:0015979 photosynthesis		
SL003_005987	scaffold_10:1226787-1230944	-	518	hypothetical protein											GO:0006281 DNA repair		
SL003_005988	scaffold_10:1232621-1234189	+	333	hypothetical protein											GO:0005634 nucleus; GO:0000808 origin recognition complex; GO:0006260 DNA replication		
SL003_005989	scaffold_10:1234285-1235838	-	316	U4/U6-U5 snRNP complex subunit prp38													
SL003_005990	scaffold_10:1236503-1238885	+	292	hypothetical protein													
SL003_005991	scaffold_10:1239339-1240788	+	228	hypothetical protein													
SL003_005992	scaffold_10:1241828-1243957	-	407	hypothetical protein											GO:0003676 nucleic acid binding		
SL003_005993	scaffold_10:1244334-1248331	+	603	hypothetical protein											GO:0005739 mitochondrion; GO:0016887 ATP hydrolysis activity; GO:0005524 ATP binding; GO:0007005 mitochondrion organization		
SL003_005994	scaffold_10:1248976-1250795	-	163	hypothetical protein													
SL003_005995	scaffold_10:1251107-1255662	-	519	hypothetical protein													
SL003_005996	scaffold_10:1259353-1262055	-	551	hypothetical protein											GO:0004842 ubiquitin-protein transferase activity; GO:0005515 protein binding; GO:0016567 protein ubiquitination		
SL003_005997	scaffold_10:1262093-1262521	-	89	hypothetical protein											GO:0030176; GO:0030234 enzyme regulator activity; GO:0019348 dolichol metabolic process		
SL003_005998	scaffold_10:1263664-1269419	+	988	hypothetical protein											GO:0005634 nucleus; GO:0003677 DNA binding		
SL003_005999	scaffold_10:1269853-1275416	-	707	hypothetical protein													
SL003_006000	scaffold_10:1275881-1277360	+	311	hypothetical protein											GO:0005515 protein binding; GO:0045048 protein insertion into ER membrane		
SL003_006001	scaffold_10:1280468-1283259	-	400	hypothetical protein											GO:0005515 protein binding		
SL003_006002	scaffold_10:1283838-1284719	-	161	hypothetical protein													
SL003_006003	scaffold_10:1285962-1300303	+	1191	hypothetical protein											GO:0005524 ATP binding; GO:0003676 nucleic acid binding; GO:0004386 helicase activity		
SL003_006004	scaffold_10:1300854-1304654	+	501	hypothetical protein											GO:0003676 nucleic acid binding		
SL003_006005	scaffold_10:1304740-1308979	-	553	hypothetical protein													
SL003_006006	scaffold_10:1309455-1313289	+	650	hypothetical protein													
SL003_006007	scaffold_10:1315645-1316162	+	108	hypothetical protein													
SL003_006008	scaffold_10:1316852-1318819	-	320	hypothetical protein											GO:0003676 nucleic acid binding		
SL003_006009	scaffold_10:1319312-1321861	+	431	hypothetical protein											GO:0061863 microtubule plus end polymerase; GO:0051010 microtubule plus-end binding; GO:0030951 establishment or maintenance of microtubule cytoskeleton polarity; GO:0007051 spindle organization; GO:0046785 microtubule polymerization		
SL003_006010	scaffold_10:1321937-1352960	+	3220	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0047834 D-threo-aldose 1-dehydrogenase activity		
SL003_006011	scaffold_10:1353486-1354773	-	327	hypothetical protein													
SL003_006012	scaffold_10:1355290-1357072	+	312	hypothetical protein													
SL003_006013	scaffold_10:1360034-1366299	-	947	hypothetical protein													
SL003_006014	scaffold_10:1366694-1367751	+	186	hypothetical protein											GO:0009523 photosystem II; GO:0010206 photosystem II repair; GO:0010207 photosystem II assembly		
SL003_006015	scaffold_10:1368474-1370046	-	257	hypothetical protein											GO:0003677 DNA binding; GO:0005515 protein binding		
SL003_006016	scaffold_10:1371575-1372953	+	182	hypothetical protein													
SL003_006017	scaffold_10:1373240-1376477	-	512	hypothetical protein													
SL003_006018	scaffold_10:1378462-1382402	-	402	hypothetical protein													
SL003_006019	scaffold_10:1386398-1390145	-	631	hypothetical protein											GO:0016757 glycosyltransferase activity		
SL003_006020	scaffold_10:1392726-1401523	-	861	hypothetical protein											GO:0003678 DNA helicase activity; GO:0003677 DNA binding; GO:0016787 hydrolase activity; GO:0005524 ATP binding		
SL003_006021	scaffold_10:1402107-1405095	+	427	hypothetical protein													
SL003_006022	scaffold_10:1405414-1411377	+	605	hypothetical protein											GO:0003676 nucleic acid binding		
SL003_006023	scaffold_10:1412122-1419439	-	651	hypothetical protein											GO:0030127 COPII vesicle coat; GO:0006886 intracellular protein transport; GO:0006888 endoplasmic reticulum to Golgi vesicle-mediated transport		
SL003_006024	scaffold_10:1421048-1433697	+	1287	hypothetical protein											GO:0030983 mismatched DNA binding; GO:0005524 ATP binding; GO:0006298 mismatch repair		
SL003_006025	scaffold_10:1435951-1441276	-	666	hypothetical protein													
SL003_006026	scaffold_10:1442247-1450439	-	870	hypothetical protein											GO:0016887 ATP hydrolysis activity; GO:0005524 ATP binding		
SL003_006027	scaffold_10:1451875-1455606	-	423	hypothetical protein											GO:0008017 microtubule binding; GO:0016887 ATP hydrolysis activity; GO:0005524 ATP binding		
SL003_006028	scaffold_10:1456060-1459610	+	586	hypothetical protein											GO:0005525 GTP binding		
SL003_006029	scaffold_10:1460181-1461473	-	250	hypothetical protein											GO:0042626 ATPase-coupled transmembrane transporter activity		
SL003_006030	scaffold_10:1461958-1471251	+	1437	hypothetical protein													
SL003_006031	scaffold_10:1471875-1478620	-	730	hypothetical protein											GO:0005694 chromosome; GO:0003677 DNA binding; GO:0003917 DNA topoisomerase type I (single strand cut, ATP-independent) activity; GO:0006265 DNA topological change		
SL003_006032	scaffold_10:1479244-1485540	-	736	Cullin-3A											GO:0031625 ubiquitin protein ligase binding; GO:0006511 ubiquitin-dependent protein catabolic process		
SL003_006033	scaffold_10:1488303-1490193	-	269	hypothetical protein											GO:0004252 serine-type endopeptidase activity; GO:0004176 ATP-dependent peptidase activity; GO:0006508 proteolysis		
SL003_006034	scaffold_10:1490379-1498081	+	1050	hypothetical protein											GO:0003743 translation initiation factor activity; GO:0005525 GTP binding; GO:0003924 GTPase activity; GO:0006413 translational initiation		
SL003_006035	scaffold_10:1498309-1499033	-	160	hypothetical protein													
SL003_006036	scaffold_10:1499677-1500370	+	128	hypothetical protein											GO:0005515 protein binding		
SL003_006037	scaffold_10:1500951-1504935	-	421	hypothetical protein													
SL003_006038	scaffold_10:1507220-1508896	-	365	Mitochondrial phosphate carrier protein 3, mitochondrial											GO:0005315 inorganic phosphate transmembrane transporter activity; GO:1990547 mitochondrial phosphate ion transmembrane transport		
SL003_006039	scaffold_10:1509398-1515964	-	713	hypothetical protein											GO:0005737 cytoplasm; GO:0008641 ubiquitin-like modifier activating enzyme activity		
SL003_006040	scaffold_10:1516426-1520348	+	787	hypothetical protein											GO:0005634 nucleus; GO:0003723 RNA binding		
SL003_006041	scaffold_10:1521674-1526518	-	678	hypothetical protein											GO:0005515 protein binding		
SL003_006042	scaffold_10:1527630-1541074	+	1019	hypothetical protein													
SL003_006043	scaffold_10:1541664-1546056	-	522	hypothetical protein											GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
SL003_006044	scaffold_10:1546884-1550565	-	502	hypothetical protein											GO:0046872 metal ion binding; GO:0005524 ATP binding; GO:0006464 protein modification process		
SL003_006045	scaffold_10:1553220-1554590	-	247	hypothetical protein													
SL003_006046	scaffold_10:1554792-1558972	+	551	hypothetical protein											GO:0017183 peptidyl-diphthamide biosynthetic process from peptidyl-histidine		
SL003_006047	scaffold_10:1559546-1563280	-	561	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_006048	scaffold_10:1565848-1569572	+	334	hypothetical protein											GO:0071949 FAD binding		
SL003_006049	scaffold_10:1571050-1575268	-	650	hypothetical protein											GO:0005515 protein binding		
SL003_006050	scaffold_10:1576225-1576524	+	84	hypothetical protein											GO:0008080 N-acetyltransferase activity		
SL003_006051	scaffold_10:1578142-1586260	-	683	hypothetical protein													
SL003_006052	scaffold_10:1587417-1591047	+	378	hypothetical protein											GO:0003824 catalytic activity		
SL003_006053	scaffold_10:1592310-1600544	+	1030	hypothetical protein													
SL003_006054	scaffold_10:1604713-1613514	+	991	hypothetical protein													
SL003_006055	scaffold_10:1614836-1623571	+	875	hypothetical protein													
SL003_006056	scaffold_10:1623922-1625909	+	265	hypothetical protein													
SL003_006057	scaffold_10:1626822-1637333	-	1118	hypothetical protein													
SL003_006058	scaffold_10:1639674-1644471	+	497	hypothetical protein											GO:0016409 palmitoyltransferase activity		
SL003_006059	scaffold_10:1645154-1645831	-	134	hypothetical protein											GO:0009538 photosystem I reaction center; GO:0009522 photosystem I; GO:0015979 photosynthesis		
SL003_006060	scaffold_10:1649264-1657736	+	918	hypothetical protein											GO:0008270 zinc ion binding; GO:0008237 metallopeptidase activity; GO:0006508 proteolysis		
SL003_006061	scaffold_10:1659669-1662847	-	248	hypothetical protein											GO:0016791 phosphatase activity; GO:0016311 dephosphorylation		
SL003_006062	scaffold_10:1665493-1666350	+	187	hypothetical protein											GO:0005783 endoplasmic reticulum; GO:0045047 protein targeting to ER		
SL003_006063	scaffold_10:1667528-1670006	+	340	hypothetical protein													
